PROVNUM,PROVNAME,STATE,COUNTY_NAME,CY_Qtr,days_reported,total_resident_days,avg_daily_census,MDScensus,Total_Nurse_Hours,Total_RN_Hours,Total_Nurse_Care_Hours,Total_RN_Care_Hours,Total_Nurse_Assistant_Hours,Total_Contract_Hours,Total_Nurse_HPRD,RN_HPRD,Nurse_Care_HPRD,RN_Care_HPRD,Nurse_Assistant_HPRD,Contract_Percentage
015028,KELLER LANDING,AL,Colbert,2025Q3,92,6695.0,72.77173913043478,72.77173913043478,21759.090000000004,8371.58,19601.070000000003,6213.56,10758.050000000005,1.0,3.2500507841672897,1.250422703510082,2.9277176997759526,0.9280896191187454,1.606878267363705,0.0045957804301558
015031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,AL,Lauderdale,2025Q3,92,17750.0,192.93478260869568,192.93478260869568,65212.32,13630.319999999998,61597.0,10015.0,34149.25,0.0,3.6739335211267607,0.767905352112676,3.4702535211267604,0.5642253521126761,1.923901408450704,0.0
015032,DIVERSICARE OF FOLEY,AL,Baldwin,2025Q3,92,11496.0,124.95652173913044,124.95652173913044,38477.34,5462.879999999999,35144.600000000006,2589.82,23195.969999999998,0.0,3.3470198329853864,0.4751983298538621,3.0571155184411976,0.2252800974251914,2.017742693110647,0.0
015034,"HUNTER CREEK HEALTH AND REHABILITATION, LLC",AL,Tuscaloosa,2025Q3,92,6759.0,73.46739130434783,73.46739130434783,26145.040000000008,4443.380000000001,23849.01000000001,3091.38,17160.19,0.0,3.8681816836810192,0.6574019825417963,3.5284820239680434,0.4573723923657345,2.5388652167480394,0.0
015035,WEST GATE VILLAGE,AL,Escambia,2025Q3,92,8927.0,97.03260869565216,97.03260869565216,45618.25,6134.25,43245.75,3761.75,28828.75,0.0,5.110143385235801,0.6871569396213734,4.84437661028341,0.4213901646689817,3.2293883723535344,0.0
015040,DIVERSICARE OF MONTGOMERY,AL,Montgomery,2025Q3,92,10144.0,110.2608695652174,110.2608695652174,31394.82999999999,4916.160000000001,28831.73999999999,2656.880000000001,21613.960000000003,0.0,3.094916206624605,0.4846372239747635,2.842245662460567,0.261916403785489,2.1307137223974766,0.0
015042,"SUMTER HEALTH AND REHABILITATION, L L C",AL,Sumter,2025Q3,92,9033.0,98.18478260869566,98.18478260869566,32624.529999999995,5145.340000000003,30796.02,3761.3400000000006,21552.9,0.0,3.611704859957932,0.5696158529835053,3.4092793091996016,0.4163998671537696,2.386017934241116,0.0
015044,"CAREGIVERS OF PLEASANT GROVE, INC",AL,Jefferson,2025Q3,92,5149.0,55.96739130434783,55.96739130434783,18423.47,2141.5199999999995,16484.449999999997,690.1700000000001,12941.62,147.57999999999998,3.5780675859390167,0.4159098854146435,3.201485725383569,0.1340396193435618,2.513423965818605,0.8010434516407604
015045,EAMC LANIER NURSING HOME,AL,Chambers,2025Q3,92,8177.0,88.8804347826087,88.8804347826087,10168.079999999998,2373.5800000000004,9337.680000000002,1705.65,5998.14,0.0,1.243497615262321,0.290275162039868,1.141944478415067,0.2085911703558762,0.7335379723615019,0.0
015047,"NORTHWAY HEALTH AND REHABILITATION, LLC",AL,Jefferson,2025Q3,92,9988.0,108.56521739130434,108.56521739130434,37990.17,2941.0299999999997,35872.840000000004,2208.13,28433.800000000003,0.0,3.803581297557068,0.2944563476171405,3.5915939126952345,0.2210782939527433,2.846796155386464,0.0
015048,CULLMAN HEALTH CARE CENTER,AL,Cullman,2025Q3,92,8473.0,92.09782608695652,92.09782608695652,35365.0,8174.5,29795.5,3468.75,21585.25,0.0,4.173846335418388,0.9647704473031984,3.516523073291632,0.4093886462882096,2.547533341201464,0.0
015049,EASTERN SHORE REHABILITATION AND HEALTH CENTER,AL,Baldwin,2025Q3,92,9003.0,97.8586956521739,97.8586956521739,36546.75,6865.75,34133.0,5468.0,22339.25,0.0,4.059396867710763,0.762606908808175,3.7912917916250137,0.6073531045207153,2.481311784960569,0.0
015050,OAK CREST HEALTH & WELLNESS,AL,Jefferson,2025Q3,92,5449.0,59.22826086956522,59.22826086956522,17434.779999999995,2299.14,15246.26,568.96,10901.009999999998,0.0,3.19962928977794,0.4219379702697742,2.7979922921637,0.1044154890805652,2.00055239493485,0.0
015053,CLEBURNE COUNTY NURSING HOME,AL,Cleburne,2025Q3,92,7016.0,76.26086956521739,76.26086956521739,30526.69,4065.8800000000015,27432.13,2714.59,18060.48,0.0,4.351010547320411,0.5795153933865452,3.9099387115165336,0.386914196123147,2.57418472063854,0.0
015060,RIDGEWAY REHABILITATION & SENIOR LIVING,AL,Jefferson,2025Q3,92,5189.0,56.40217391304348,56.40217391304348,15653.949999999992,2638.9600000000014,14477.949999999995,1947.570000000001,9814.539999999995,0.0,3.016756600501058,0.5085681248795532,2.7901233378300243,0.3753266525342071,1.8914126035845047,0.0
015063,DIVERSICARE OF BOAZ,AL,Marshall,2025Q3,92,8247.0,89.6413043478261,89.6413043478261,26093.27,7028.469999999998,23232.49999999999,4167.7,15146.72,0.0,3.1639711410209768,0.8522456650903357,2.8170850006062795,0.5053595246756396,1.836633927488784,0.0
015065,"PRATTVILLE HEALTH AND REHABILITATION, LLC",AL,Autauga,2025Q3,92,14423.0,156.77173913043478,156.77173913043478,62874.17,11652.139999999998,59019.529999999984,9740.029999999995,39208.94,0.0,4.359299036261526,0.8078860153920819,4.09204257089371,0.6753123483325242,2.718501005338695,0.0
015066,"TERRACE MANOR NURSING & REHABILITATION CENTER, INC",AL,Franklin,2025Q3,92,4775.0,51.90217391304348,51.90217391304348,18833.960000000006,3639.5,17423.710000000003,2229.25,10313.509999999998,0.0,3.944284816753928,0.7621989528795812,3.648944502617802,0.4668586387434555,2.1598973821989524,0.0
015067,COTTAGE OF THE SHOALS,AL,Colbert,2025Q3,92,7578.0,82.3695652173913,82.3695652173913,23696.620000000006,5680.28,21958.230000000007,4184.28,13320.569999999998,1096.64,3.127028239641067,0.7495750857746106,2.8976286619160736,0.5521615201900237,1.7577949326999205,4.627832998967784
015071,ARABELLA HEALTH & WELLNESS OF RUSSELLVILLE,AL,Franklin,2025Q3,92,4229.0,45.96739130434783,45.96739130434783,15115.460000000005,3535.05,13648.989999999998,2068.58,9185.160000000002,0.0,3.574239772995981,0.835906833766848,3.227474580279025,0.4891416410498935,2.171946086545283,0.0
015073,"HANCEVILLE NURSING & REHAB CENTER, INC",AL,Cullman,2025Q3,92,17480.0,190.0,190.0,77946.75,11501.5,72499.0,8825.5,52093.75,0.0,4.459196224256293,0.6579805491990847,4.147540045766591,0.5048913043478261,2.980191647597254,0.0
015075,"SUMMERFORD HEALTH AND REHAB, LLC",AL,Morgan,2025Q3,92,12103.0,131.55434782608697,131.55434782608697,40728.33,7867.5,40224.33,7363.5,22158.18,12882.25,3.365143352887714,0.650045443278526,3.323500784929356,0.6084028753201686,1.8308006279434847,31.629703452117973
015076,FAIR HAVEN,AL,Jefferson,2025Q3,92,21461.0,233.2717391304348,233.2717391304348,87367.0,10918.25,79459.0,5321.0,58623.5,4034.25,4.070965938213504,0.5087484273798984,3.702483574856717,0.2479381203112622,2.7316294674059924,4.617590165623176
015083,"ELBA NURSING AND REHABILITATION CENTER, LLC",AL,Coffee,2025Q3,92,7883.0,85.68478260869566,85.68478260869566,27330.430000000004,6641.790000000001,25556.45,5681.270000000001,16203.03,0.0,3.467008753012813,0.8425459850310797,3.241970062159077,0.7206989724724091,2.055439553469492,0.0
015084,PARK PLACE,AL,Dallas,2025Q3,92,8916.0,96.91304347826087,96.91304347826087,30313.640000000003,4434.28,27444.05999999999,1564.6999999999998,20360.300000000003,0.0,3.399914759982055,0.4973396141767608,3.0780686406460287,0.1754934948407357,2.283568864961867,0.0
015089,EVERGREEN NURSING HOME,AL,Conecuh,2025Q3,92,5163.0,56.119565217391305,56.119565217391305,22834.25,2576.0,19689.5,871.75,13699.5,0.0,4.422670927755181,0.4989347278713926,3.813577377493705,0.1688456323842727,2.653399186519465,0.0
015091,"NORTH HILL NURSING AND REHABILITATION CTR, LLC",AL,Jefferson,2025Q3,92,14058.0,152.80434782608697,152.80434782608697,47823.84,4061.409999999998,46171.28,3069.999999999999,33749.20999999999,0.0,3.4018950064020483,0.2889038270024184,3.2843420116659554,0.2183809930288802,2.400712050078247,0.0
015097,"SOUTH HEALTH AND REHABILITATION, LLC",AL,Jefferson,2025Q3,92,6687.0,72.68478260869566,72.68478260869566,26379.17,4165.420000000003,24374.860000000004,3301.420000000001,18030.430000000004,0.0,3.944843726633767,0.6229131149992527,3.645111410198894,0.4937071930611637,2.6963406609839997,0.0
015098,ALLEN HEALTH AND REHABILITATION,AL,Mobile,2025Q3,92,7713.0,83.83695652173913,83.83695652173913,27618.0,5219.0,25991.0,4095.25,16888.0,0.0,3.5807078957604044,0.6766498120057046,3.3697653312589133,0.5309542331129262,2.1895501102035526,0.0
015100,CROWNE HEALTH CARE OF MOBILE,AL,Mobile,2025Q3,92,12283.0,133.5108695652174,133.5108695652174,57595.67,6990.25,52978.17,4599.75,33253.42,0.0,4.689055605308149,0.5690995685093219,4.313129528616788,0.3744809899861597,2.707271839127249,0.0
015101,ALTOONA  HEALTH & REHAB,AL,Etowah,2025Q3,92,4300.0,46.73913043478261,46.73913043478261,16740.08,3286.25,15491.33,2037.5,10885.58,0.0,3.8930418604651167,0.7642441860465117,3.6026348837209303,0.4738372093023256,2.5315302325581395,0.0
015103,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",AL,Mobile,2025Q3,92,13434.0,146.02173913043478,146.02173913043478,52719.91000000001,8897.4,50129.21,7391.339999999998,33384.32,0.0,3.924364299538485,0.6623046002679768,3.731517790680363,0.5501965163019203,2.485061783534316,0.0
015104,SOUTHLAND NURSING HOME,AL,Perry,2025Q3,92,5857.0,63.66304347826087,63.66304347826087,22140.5,3422.0,20272.25,1553.75,13339.75,0.0,3.780177565306471,0.5842581526378692,3.4612002731773948,0.2652808605087929,2.2775738432644697,0.0
015109,"CIVIC CENTER HEALTH AND REHABILITATION, LLC",AL,Jefferson,2025Q3,92,8380.0,91.08695652173913,91.08695652173913,30010.79,3552.2500000000005,27925.700000000004,2384.249999999999,23234.76000000001,0.0,3.581239856801909,0.4238961813842483,3.332422434367542,0.2845167064439139,2.772644391408116,0.0
015111,DIVERSICARE OF BIG SPRINGS,AL,Madison,2025Q3,92,11678.0,126.93478260869566,126.93478260869566,34410.23,6724.869999999998,31877.320000000007,4313.59,23110.66,0.0,2.94658588799452,0.5758580236341838,2.729690015413599,0.36937746189416,1.978991265627676,0.0
015112,MAGNOLIA HAVEN HEALTH AND REHABILITATION CENTER,AL,Macon,2025Q3,92,7765.0,84.40217391304348,84.40217391304348,21159.730000000003,3555.92,21159.730000000003,3555.92,13293.66,0.0,2.725013522215068,0.4579420476497102,2.725013522215068,0.4579420476497102,1.7119974243399871,0.0
015113,RIVER CITY CENTER,AL,Morgan,2025Q3,92,14318.0,155.6304347826087,155.6304347826087,47159.1,11276.4,44361.50999999998,8546.809999999996,24224.75,3240.290000000001,3.2936932532476604,0.7875680961028076,3.098303534013129,0.5969276435256318,1.6919087861433162,6.870975061016859
015114,SHADESCREST HEALTH CARE CENTER,AL,Walker,2025Q3,92,8933.0,97.09782608695652,97.09782608695652,35858.74999999999,6131.500000000002,33612.0,3884.750000000002,22406.189999999995,0.0,4.014188962274711,0.6863875517743201,3.76267771185492,0.4348763013545284,2.508249188402552,0.0
015115,"CORDOVA HEALTH AND REHABILITATION, LLC",AL,Walker,2025Q3,92,9604.0,104.3913043478261,104.3913043478261,39663.83,5582.840000000001,38062.08,4142.839999999999,29391.05,0.0,4.129928154935444,0.5813036234902125,3.963148688046648,0.4313660974593918,3.060292586422324,0.0
015116,ROCKET CITY REHABILITATION AND HEALTHCARE CENTER,AL,Madison,2025Q3,92,10721.0,116.53260869565216,116.53260869565216,44771.42,13509.5,38236.52,9332.1,25257.67,0.0,4.176048876037683,1.2600970058763177,3.5665068557037585,0.87045051767559,2.355906165469639,0.0
015117,"OAK KNOLL HEALTH AND REHABILITATION, LLC",AL,Jefferson,2025Q3,92,9236.0,100.3913043478261,100.3913043478261,37764.490000000005,3664.229999999999,35357.0,2944.23,27023.6,0.0,4.088836076223474,0.3967334343871805,3.828172368990905,0.318777609354699,2.925898657427458,0.0
015119,ARABELLA HEALTH AND WELLNESS OF SELMA,AL,Dallas,2025Q3,92,11379.0,123.68478260869566,123.68478260869566,32715.09,4403.05,30166.930000000008,2223.0899999999983,20423.41,0.0,2.8750408647508565,0.3869452500219703,2.651105545302751,0.1953677827577114,1.79483346515511,0.0
015120,"NHC HEALTHCARE, ANNISTON",AL,Calhoun,2025Q3,92,12033.0,130.79347826086956,130.79347826086956,44209.75,9882.25,42305.75,7978.25,28187.0,0.0,3.674042217235935,0.821262361838278,3.515810687276656,0.6630308318789995,2.3424748607994683,0.0
015121,CROWNE HEALTH CARE OF CITRONELLE,AL,Mobile,2025Q3,92,6125.0,66.57608695652173,66.57608695652173,26589.25,3106.5,23659.75,1049.0,17381.75,1676.5,4.341102040816327,0.5071836734693878,3.862816326530613,0.1712653061224489,2.837836734693877,6.305179724888818
015123,WASHINGTON COUNTY NURSING HOME,AL,Washington,2025Q3,92,7430.0,80.76086956521739,80.76086956521739,31759.75,5036.5,30243.25,3520.0,19691.0,304.75,4.274528936742934,0.6778600269179004,4.070423956931359,0.4737550471063257,2.650201884253028,0.9595478553829926
015124,CLAY COUNTY NURSING HOME,AL,Clay,2025Q3,92,6870.0,74.67391304347827,74.67391304347827,23269.0,3655.25,22861.75,3248.0,13754.75,140.25,3.3870451237263466,0.5320596797671033,3.3277656477438136,0.4727802037845706,2.002147016011645,0.6027332502471099
015126,TRAYLOR RETIREMENT COMMUNITY,AL,Randolph,2025Q3,92,6797.0,73.8804347826087,73.8804347826087,28807.499999999985,5948.480000000001,26758.83,4358.740000000001,18174.51,0.0,4.238266882448137,0.8751625717228191,3.936858908341916,0.6412740915109608,2.673901721347653,0.0
015127,BROOKSHIRE HEALTHCARE CENTER,AL,Madison,2025Q3,92,10601.0,115.22826086956522,115.22826086956522,45344.0,8291.75,39098.25,2783.25,29967.25,0.0,4.277332327138949,0.7821667767191774,3.688166210734837,0.2625459862277143,2.826832374304311,0.0
015128,"NHC HEALTHCARE, MOULTON",AL,Lawrence,2025Q3,92,10878.0,118.2391304347826,118.2391304347826,38476.25,6654.5,36688.25,4866.5,25228.75,0.0,3.537070233498805,0.6117392903107188,3.372701783416069,0.447370840227983,2.319245265673837,0.0
015129,ATMORE NURSING CENTER,AL,Escambia,2025Q3,92,7542.0,81.97826086956522,81.97826086956522,33104.0,4697.25,31658.0,3913.25,21844.0,0.0,4.389286661363034,0.6228122513922036,4.197560328825245,0.5188610448156987,2.8963139750729248,0.0
015132,DIVERSICARE OF OXFORD,AL,Calhoun,2025Q3,92,10488.0,114.0,114.0,34299.19,5875.8200000000015,31418.52,2995.149999999999,23447.000000000007,480.0,3.270327040427155,0.5602421815408087,2.9956636155606406,0.2855787566742943,2.235602593440123,1.3994499578561477
015133,MAGNOLIA RIDGE,AL,Jefferson,2025Q3,92,9068.0,98.56521739130434,98.56521739130434,34467.079999999994,4431.28,32552.46,2534.66,21046.529999999995,688.8399999999999,3.80095721217468,0.4886722540802823,3.5898169386854875,0.2795169827966475,2.3209671371857072,1.9985446983034243
015134,BIRMINGHAM NURSING AND REHABILITATION CENTER EAST,AL,Jefferson,2025Q3,92,10640.0,115.65217391304348,115.65217391304348,26415.439999999995,3360.86,25418.68,2364.099999999999,16772.76000000001,0.0,2.4826541353383456,0.3158703007518797,2.388973684210526,0.22218984962406,1.5763872180451135,0.0
015135,JOHN KNOX MANOR INC  I I,AL,Montgomery,2025Q3,92,5676.0,61.69565217391305,61.69565217391305,26562.25,3257.5,25070.25,1765.5,17125.5,0.0,4.679748062015504,0.573907681465821,4.4168868921775895,0.311046511627907,3.0171775898520083,0.0
015136,FALKVILLE REHABILITATION AND HEALTHCARE CENTER,AL,Morgan,2025Q3,92,8700.0,94.56521739130434,94.56521739130434,36426.5,4794.75,33016.75,2785.25,23622.0,1763.0,4.186954022988505,0.5511206896551725,3.795028735632184,0.3201436781609195,2.7151724137931037,4.839883052173555
015137,ALICEVILLE MANOR NURSING HOME,AL,Pickens,2025Q3,92,7669.0,83.3586956521739,83.3586956521739,31638.39,6096.320000000001,28336.97,3285.65,21600.82,2466.4000000000005,4.125490937540748,0.7949302386230278,3.6950019559264566,0.4284326509323249,2.8166410222975617,7.795592632874178
015138,HENDRIX HEALTH AND REHABILITATION,AL,Winston,2025Q3,92,8814.0,95.80434782608695,95.80434782608695,33882.38000000001,5233.500000000003,30101.71000000001,3756.500000000001,21530.029999999995,0.0,3.844154753800773,0.5937712729748131,3.415215566144771,0.4261969593828001,2.4427081915135007,0.0
015139,"TALLASSEE HEALTH AND REHABILITATION, LLC",AL,Elmore,2025Q3,92,9136.0,99.30434782608695,99.30434782608695,35342.26000000001,5514.530000000001,32380.35999999999,4009.26,23789.619999999995,0.0,3.868461033274957,0.60360442206655,3.5442600700525384,0.4388419439579684,2.603942644483362,0.0
015141,ARBOR WOODS HEALTH AND REHAB,AL,Pickens,2025Q3,92,4753.0,51.66304347826087,51.66304347826087,23529.8,3014.3200000000006,22549.86,2510.32,17210.79,0.0,4.950515463917525,0.6341931411739955,4.74434252051336,0.5281548495686934,3.6210372396381234,0.0
015142,"LINEVILLE HEALTH AND REHABILITATION, LLC",AL,Clay,2025Q3,92,7905.0,85.92391304347827,85.92391304347827,34435.81,3914.089999999999,32081.39,2922.5,24742.19,0.0,4.356206198608476,0.4951410499683742,4.058366856419987,0.3697027197975964,3.129941808981657,0.0
015143,FOREST MANOR HEALTH AND REHAB,AL,Tuscaloosa,2025Q3,92,14389.0,156.40217391304347,156.40217391304347,49534.37,10725.5,48302.62,9493.75,29046.62,4412.75,3.442516505664049,0.74539578844951,3.3569129195913545,0.6597922023768156,2.018668427270832,8.908460933287332
015144,THE HEALTHCARE CENTER AT BUCK CREEK,AL,Shelby,2025Q3,92,16757.0,182.1413043478261,182.1413043478261,60133.09000000001,6682.4600000000055,54652.879999999976,3809.37,39559.33999999999,372.22,3.588535537387361,0.3987861789103065,3.261495494420241,0.2273300710150982,2.3607650534105145,0.6189936356172615
015145,DIVERSICARE OF RIVERCHASE,AL,Jefferson,2025Q3,92,11529.0,125.31521739130434,125.31521739130434,35751.22999999999,5079.370000000001,32914.57,2704.51,24766.300000000007,16.0,3.1009827391794595,0.440573336802845,2.8549371151010496,0.2345832249110937,2.148174169485645,0.0447537049774231
015147,GLENWOOD CENTER,AL,Lauderdale,2025Q3,92,9377.0,101.92391304347828,101.92391304347828,29373.09000000001,7195.659999999997,26811.03,5132.379999999998,16840.599999999995,2.0,3.132461341580464,0.7673733603497918,2.8592332302442145,0.5473371014183639,1.7959475311933448,0.0068089533651379
015148,DIVERSICARE OF ARAB,AL,Marshall,2025Q3,92,7407.0,80.51086956521739,80.51086956521739,24343.520000000004,4787.37,21935.390000000007,2385.390000000001,16455.46,0.0,3.2865559605778323,0.6463304981773997,2.9614405292291086,0.3220453624949373,2.221609288510868,0.0
015149,SUNSET MANOR,AL,Marion,2025Q3,92,5593.0,60.79347826086956,60.79347826086956,24378.41,6223.05,23433.41,5278.049999999999,14725.479999999998,0.0,4.358735919899875,1.1126497407473628,4.189774718397998,0.9436885392454852,2.6328410513141423,0.0
015150,WIREGRASS REHABILITATION CENTER & NURSING HOME,AL,Geneva,2025Q3,92,5960.0,64.78260869565217,64.78260869565217,23731.630000000005,3708.95,21643.749999999996,1621.07,14931.49,21.0,3.98181711409396,0.6223070469798657,3.631501677852348,0.271991610738255,2.50528355704698,0.0884894969287823
015151,ARABELLA HEALTH & WELLNESS OF MOBILE,AL,Mobile,2025Q3,92,8577.0,93.22826086956522,93.22826086956522,30656.98999999999,6735.370000000001,28453.42000000001,4531.799999999999,19480.209999999995,0.0,3.5743255217441985,0.785282732890288,3.317409350588785,0.5283665617348723,2.2712148769966185,0.0
015152,EXTENDICARE HEALTH AND REHAB,AL,Houston,2025Q3,92,14564.0,158.30434782608697,158.30434782608697,70946.25,9627.75,67270.5,7136.5,44317.75,0.0,4.871343724251579,0.6610649546827795,4.618957703927492,0.4900096127437517,3.0429655314474044,0.0
015153,ARLINGTON REHABILITATION & HEALTHCARE CENTER,AL,Jefferson,2025Q3,92,9775.0,106.25,106.25,35478.1,5096.23,34838.100000000006,4456.23,24771.98,240.0,3.629473145780051,0.521353452685422,3.5640000000000005,0.4558803069053708,2.5342179028132987,0.6764736555790756
015154,FAYETTE MEDICAL CENTER LONG TERM CARE UNIT,AL,Fayette,2025Q3,92,9088.0,98.78260869565216,98.78260869565216,40032.98,8440.55,39013.73,7912.55,22278.99,0.0,4.405037411971831,0.9287577024647886,4.292884022887324,0.870659110915493,2.451473371478873,0.0
015155,"RIDGEVIEW HEALTH SERVICES, INC",AL,Walker,2025Q3,92,12950.0,140.7608695652174,140.7608695652174,52913.83,10042.010000000002,48871.610000000015,6751.509999999999,34797.220000000016,496.0,4.086010038610038,0.7754447876447877,3.7738694980694993,0.5213521235521235,2.6870440154440165,0.9373730837476706
015156,CROWNE HEALTH CARE OF FT PAYNE,AL,De Kalb,2025Q3,92,9110.0,99.02173913043478,99.02173913043478,38680.50000000001,7494.5,34874.75000000001,4054.0,22694.0,0.0,4.245938529088914,0.8226673984632272,3.82818331503842,0.4450054884742042,2.4911086717892426,0.0
015157,HALEYVILLE HEALTH CARE CENTER,AL,Winston,2025Q3,92,6470.0,70.32608695652173,70.32608695652173,28339.0,3927.5,24478.0,1419.5,18849.25,0.0,4.380061823802164,0.607032457496136,3.783307573415765,0.2193972179289026,2.9133307573415763,0.0
015158,DIVERSICARE OF MARION,AL,Perry,2025Q3,92,6012.0,65.34782608695652,65.34782608695652,18383.0,3231.420000000001,16709.149999999998,1557.5700000000004,12921.569999999998,0.0,3.0577178975382564,0.5374950099800401,2.7792997338656016,0.2590768463073853,2.1492964071856284,0.0
015159,DIVERSICARE OF ONEONTA,AL,Blount,2025Q3,92,10269.0,111.6195652173913,111.6195652173913,29144.86999999999,5130.87,26509.82,2495.82,18502.620000000003,0.0,2.8381410069140123,0.4996465089103126,2.5815386113545618,0.2430441133508618,1.8017937481741169,0.0
015160,SYLACAUGA HEALTH AND REHAB SERVICES,AL,Talladega,2025Q3,92,11867.0,128.9891304347826,128.9891304347826,47436.5,8740.25,45425.75,7183.25,30444.75,0.0,3.997345580180332,0.7365172326620039,3.827905115024859,0.6053130530041291,2.565496755709109,0.0
015162,"TALLADEGA HEALTHCARE CENTER, INC",AL,Talladega,2025Q3,92,20655.0,224.5108695652174,224.5108695652174,95163.25999999997,9287.540000000005,89962.35,7243.530000000002,65200.8,0.0,4.607274751876057,0.4496509319777295,4.355475671750182,0.3506913580246915,3.156659404502542,0.0
015163,ALBERTVILLE NURSING HOME,AL,Marshall,2025Q3,92,14153.0,153.83695652173913,153.83695652173913,72054.25999999998,8988.76,67516.15,7559.059999999999,52120.76,0.0,5.09109446760404,0.6351134035186886,4.770447961562919,0.5340959513883982,3.682665159330177,0.0
015164,ARABELLA HEALTH & WELLNESS OF BUTLER,AL,Choctaw,2025Q3,92,6160.0,66.95652173913044,66.95652173913044,21087.049999999992,4911.54,19275.72,3100.21,12949.5,0.0,3.423222402597401,0.797327922077922,3.1291753246753244,0.5032808441558441,2.1021915584415583,0.0
015166,DADEVILLE HEALTHCARE CENTER,AL,Tallapoosa,2025Q3,92,9079.0,98.68478260869566,98.68478260869566,42263.0,6492.0,38849.25,4999.75,28352.25,0.0,4.6550280867937,0.7150567243088446,4.279023020156405,0.5506939090208173,3.12283841832801,0.0
015167,MARION REGIONAL NURSING HOME,AL,Marion,2025Q3,92,5864.0,63.73913043478261,63.73913043478261,25287.5,6116.75,23125.0,3954.25,15397.0,0.0,4.312329467939973,1.0431019781718964,3.943553888130968,0.6743263983628922,2.625682128240109,0.0
015168,LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE,AL,Mobile,2025Q3,92,3799.0,41.29347826086956,41.29347826086956,18922.60000000001,3255.2299999999987,17554.600000000002,1887.23,12406.769999999997,0.0,4.980942353250857,0.8568649644643324,4.62084759147144,0.4967702026849169,3.265798894445906,0.0
