PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr,Hrs_RNDON.1
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170127,340,7.0,7.0,0.0,63.03,63.03,0.0,60.85,60.85,0.0,0.0,0.0,0.0,242.75,235.75,7.0,753.68,739.86,13.82,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170128,338,0.0,0.0,0.0,39.62,39.62,0.0,37.25,37.25,0.0,0.0,0.0,0.0,223.71,223.71,0.0,746.68,744.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170129,335,0.0,0.0,0.0,35.32,35.32,0.0,46.9,46.9,0.0,0.0,0.0,0.0,216.95,216.95,0.0,731.4,710.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170130,338,7.0,7.0,0.0,49.12,49.12,0.0,65.09,65.09,0.0,0.0,0.0,0.0,224.0,217.0,7.0,771.82,760.94,10.88,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170131,337,7.0,7.0,0.0,50.95,50.95,0.0,60.77,60.77,0.0,0.0,0.0,0.0,229.52,229.52,0.0,794.92,777.07,17.85,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170201,339,7.0,7.0,0.0,63.52,63.52,0.0,64.96,64.96,0.0,0.0,0.0,0.0,244.97,244.97,0.0,801.07,787.07,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170202,340,7.0,7.0,0.0,73.43,73.43,0.0,75.03,75.03,0.0,0.0,0.0,0.0,214.73,207.73,7.0,776.27,765.82,10.45,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170203,340,7.0,7.0,0.0,69.85,69.85,0.0,51.54,51.54,0.0,0.0,0.0,0.0,218.61,218.61,0.0,747.55,739.15,8.4,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170204,341,0.0,0.0,0.0,39.62,39.62,0.0,44.0,44.0,0.0,0.0,0.0,0.0,226.0,219.0,7.0,753.49,725.16,28.33,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170205,339,0.0,0.0,0.0,35.22,35.22,0.0,53.7,53.7,0.0,0.0,0.0,0.0,211.78,204.78,7.0,746.03,727.05,18.98,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170206,342,7.0,7.0,0.0,58.43,58.43,0.0,81.98,81.98,0.0,0.0,0.0,0.0,211.95,211.95,0.0,727.52,722.64,4.88,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170207,342,7.0,7.0,0.0,62.61,62.61,0.0,55.78,55.78,0.0,0.0,0.0,0.0,230.93,230.93,0.0,763.15,755.12,8.03,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170208,342,7.0,7.0,0.0,58.74,58.74,0.0,67.1,67.1,0.0,0.0,0.0,0.0,219.59,219.59,0.0,758.32,746.32,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170209,348,7.0,7.0,0.0,48.72,48.72,0.0,89.06,89.06,0.0,0.0,0.0,0.0,177.0,177.0,0.0,728.61,719.61,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170210,350,7.0,7.0,0.0,65.93,65.93,0.0,53.82,53.82,0.0,0.0,0.0,0.0,211.12,211.12,0.0,742.1,735.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170211,349,0.0,0.0,0.0,30.02,30.02,0.0,44.52,44.52,0.0,0.0,0.0,0.0,203.0,203.0,0.0,729.27,724.27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170212,348,0.0,0.0,0.0,27.4,27.4,0.0,39.41,39.41,0.0,0.0,0.0,0.0,202.65,202.65,0.0,725.43,725.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170213,347,7.0,7.0,0.0,52.35,52.35,0.0,72.29,72.29,0.0,0.0,0.0,0.0,207.92,207.92,0.0,765.22,755.25,9.97,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170214,348,7.0,7.0,0.0,62.63,62.63,0.0,60.76,60.76,0.0,0.0,0.0,0.0,225.5,225.5,0.0,744.76,734.24,10.52,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170215,347,7.0,7.0,0.0,63.22,63.22,0.0,65.26,65.26,0.0,0.0,0.0,0.0,235.49,235.49,0.0,776.58,773.86,2.72,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170216,349,7.0,7.0,0.0,63.1,63.1,0.0,76.77,76.77,0.0,0.0,0.0,0.0,216.88,216.88,0.0,764.89,756.79,8.1,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170217,351,7.0,7.0,0.0,59.98,59.98,0.0,54.0,54.0,0.0,0.0,0.0,0.0,234.61,229.48,5.13,765.36,751.84,13.52,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170218,350,0.0,0.0,0.0,38.98,38.98,0.0,36.72,36.72,0.0,0.0,0.0,0.0,196.2,196.2,0.0,755.16,739.16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170219,350,0.0,0.0,0.0,42.25,42.25,0.0,44.77,44.77,0.0,0.0,0.0,0.0,197.5,197.5,0.0,747.14,733.14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170220,348,0.0,0.0,0.0,42.15,42.15,0.0,18.85,18.85,0.0,0.0,0.0,0.0,216.87,216.87,0.0,734.7,725.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170221,351,7.0,7.0,0.0,51.27,51.27,0.0,48.75,48.75,0.0,0.0,0.0,0.0,228.61,228.61,0.0,782.06,759.88,22.18,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170222,350,7.0,7.0,0.0,62.83,62.83,0.0,51.1,51.1,0.0,0.0,0.0,0.0,235.87,235.87,0.0,759.54,748.34,11.2,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170223,350,7.0,7.0,0.0,63.1,63.1,0.0,49.05,49.05,0.0,0.0,0.0,0.0,230.67,230.67,0.0,746.34,742.26,4.08,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170224,352,7.0,7.0,0.0,63.05,63.05,0.0,53.85,53.85,0.0,0.0,0.0,0.0,206.74,200.52,6.22,779.84,758.35,21.49,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170225,350,0.0,0.0,0.0,39.53,39.53,0.0,30.3,30.3,0.0,0.0,0.0,0.0,217.88,211.26,6.62,745.41,724.41,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170226,350,0.0,0.0,0.0,35.2,35.2,0.0,25.7,25.7,0.0,0.0,0.0,0.0,225.51,225.51,0.0,712.07,698.07,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170227,351,7.0,7.0,0.0,51.23,51.23,0.0,60.27,60.27,0.0,0.0,0.0,0.0,231.68,231.68,0.0,747.18,732.96,14.22,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170228,348,7.0,7.0,0.0,49.18,49.18,0.0,67.85,67.85,0.0,0.0,0.0,0.0,222.57,222.57,0.0,770.63,762.15,8.48,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170301,346,7.0,7.0,0.0,55.76,55.76,0.0,65.38,65.38,0.0,0.0,0.0,0.0,230.65,230.65,0.0,748.53,746.66,1.87,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170302,346,7.0,7.0,0.0,48.87,48.87,0.0,74.67,74.67,0.0,0.0,0.0,0.0,218.93,218.93,0.0,727.39,720.39,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170303,345,7.0,7.0,0.0,53.91,53.91,0.0,62.93,62.93,0.0,0.0,0.0,0.0,221.41,214.68,6.73,760.74,755.74,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170304,345,0.0,0.0,0.0,27.59,27.59,0.0,39.66,39.66,0.0,0.0,0.0,0.0,202.66,202.66,0.0,728.49,728.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170305,344,0.0,0.0,0.0,35.35,35.35,0.0,37.43,37.43,0.0,0.0,0.0,0.0,218.04,218.04,0.0,732.52,732.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170306,348,7.0,7.0,0.0,50.99,50.99,0.0,55.97,55.97,0.0,0.0,0.0,0.0,229.51,229.51,0.0,733.94,724.81,9.13,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170307,349,7.0,7.0,0.0,42.45,42.45,0.0,60.85,60.85,0.0,0.0,0.0,0.0,225.75,225.75,0.0,746.93,746.61,0.32,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170308,346,7.0,7.0,0.0,55.98,55.98,0.0,51.0,51.0,0.0,0.0,0.0,0.0,237.8,237.8,0.0,766.54,763.66,2.88,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170309,345,7.0,7.0,0.0,55.8,55.8,0.0,49.03,49.03,0.0,0.0,0.0,0.0,221.98,221.98,0.0,752.47,747.81,4.66,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170310,347,7.0,7.0,0.0,57.0,57.0,0.0,46.97,46.97,0.0,0.0,0.0,0.0,190.4,190.4,0.0,749.94,742.71,7.23,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170311,347,0.0,0.0,0.0,31.92,31.92,0.0,37.25,37.25,0.0,0.0,0.0,0.0,237.8,230.97,6.83,723.47,723.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170312,346,0.0,0.0,0.0,46.88,46.88,0.0,29.87,29.87,0.0,0.0,0.0,0.0,197.55,197.55,0.0,730.71,729.38,1.33,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170313,347,7.0,7.0,0.0,42.0,42.0,0.0,49.14,49.14,0.0,0.0,0.0,0.0,214.46,214.46,0.0,795.03,785.8,9.23,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170314,348,7.0,7.0,0.0,30.0,30.0,0.0,55.9,55.9,0.0,0.0,0.0,0.0,199.64,199.64,0.0,678.77,678.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170315,349,7.0,7.0,0.0,44.01,44.01,0.0,63.15,63.15,0.0,0.0,0.0,0.0,218.08,218.08,0.0,735.3,735.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170316,348,7.0,7.0,0.0,48.89,48.89,0.0,53.95,53.95,0.0,0.0,0.0,0.0,224.69,224.69,0.0,751.73,747.66,4.07,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170317,348,7.0,7.0,0.0,55.68,55.68,0.0,48.88,48.88,0.0,0.0,0.0,0.0,243.97,243.97,0.0,763.65,759.22,4.43,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170318,346,0.0,0.0,0.0,40.15,40.15,0.0,31.98,31.98,0.0,0.0,0.0,0.0,219.16,219.16,0.0,758.83,758.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170319,345,0.0,0.0,0.0,40.25,40.25,0.0,54.13,54.13,0.0,0.0,0.0,0.0,216.56,216.56,0.0,712.38,712.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170320,342,7.0,7.0,0.0,52.86,52.86,0.0,65.75,65.75,0.0,0.0,0.0,0.0,223.0,223.0,0.0,749.06,749.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170321,344,4.28,4.28,0.0,47.17,47.17,0.0,55.12,55.12,0.0,0.0,0.0,0.0,237.95,237.95,0.0,779.85,769.93,9.92,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170322,342,7.0,7.0,0.0,41.98,41.98,0.0,56.75,56.75,0.0,0.0,0.0,0.0,248.78,248.78,0.0,797.52,787.55,9.97,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170323,345,7.0,7.0,0.0,42.02,42.02,0.0,78.41,78.41,0.0,0.0,0.0,0.0,214.75,214.75,0.0,794.57,792.15,2.42,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170324,348,7.0,7.0,0.0,41.7,41.7,0.0,53.97,53.97,0.0,0.0,0.0,0.0,222.86,222.86,0.0,766.53,766.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170325,347,0.0,0.0,0.0,35.05,35.05,0.0,34.99,34.99,0.0,0.0,0.0,0.0,228.31,228.31,0.0,782.0,780.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170326,346,0.0,0.0,0.0,42.15,42.15,0.0,27.98,27.98,0.0,0.0,0.0,0.0,211.95,211.95,0.0,756.02,749.02,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2017Q1,20170327,346,7.0,7.0,0.0,48.93,48.93,0.0,65.17,65.17,0.0,0.0,0.0,0.0,202.95,202.95,0.0,746.12,731.65,14.47,0.0,0.0,0.0,0.0,0.0,0.0,
