Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"REHABILITATION ASSOCIATES",445,6,1,0,0,0,0,100,0,0,3.5,3,4.2,3.3,4.3,3.9,0.8,37.7,45.8,0,1,0.2,40641,6773.5,1,0.2,21.2,10.2,1.4,3.4,50.6,70.5,66.5,1.9,1.8,20.4,3.5,5.1,2.4,1.2,19,19.7,96.2,94.5,0,11.7,4.7,0.8,14.1,11.8
"RELIABLE HEALTH CARE MANAGEMENT",728,7,1,0,0,1,14.3,100,0,0,2.9,3.3,2.6,2.9,3.7,3.4,0.4,38,25.2,0,3,0.4,12529,1789.86,0,0,26.1,8.9,4.3,2.9,38.6,89.8,92.9,2.1,1,19.6,4.4,4.6,3,1.6,17.7,18.2,99.3,95.1,0,23.4,6.7,6.3,27.6,9.8
"RELIANT CARE MANAGEMENT",446,32,2,0,6,13,40.6,100,0,0,1.2,1.7,1,1.9,2.4,2.2,0.2,60.8,69.3,1.2,69,2.2,3866223,120819.47,26,0.8,28.5,14.3,1.9,1.3,35.4,25.4,30.4,2.2,2.9,45.5,1.3,3.2,0.9,0.9,33.4,35,75.4,55.3,0.1,15.9,5.1,53.5,35.7,10.8
"RENNES GROUP",449,6,1,0,0,0,0,100,0,0,4.5,4.5,4.3,3.7,4.1,3.6,1,43.3,32.6,0.8,0,0,0,0,0,0,20.6,14.5,0.5,0.8,50.7,98.3,98.3,1.8,2.3,13.6,3.3,2.1,2.9,1.1,20.1,18.4,99.8,99.9,0,25.8,4.1,1.5,13.1,10.1
"RESIDENTIAL ALTERNATIVES OF ILLINOIS",450,7,2,0,0,0,0,14.3,85.7,0,2.9,3.1,3.6,2.3,4.1,3.6,0.8,41.7,37.7,0.1,10,1.4,288955,41279.29,0,0,24.8,18.3,1.6,4.5,56,77.1,82.7,1.7,2.9,15.4,6.3,4.7,2.7,0.8,26.3,26.7,94.6,91.3,0,22.5,4.4,8.6,17.4,11.2
"RIGHTCARE HEALTH SERVICES",806,13,1,0,0,1,7.7,100,0,0,2.8,3.2,2.7,1.8,3.8,3.3,0.2,39.4,46.2,0.3,11,0.8,231299,17792.23,0,0,26.1,16,7.3,1.7,65.1,91.7,94.3,2.3,2.8,21.3,4.1,4.5,2,1.9,26.2,23.5,99.5,97.8,0,16.2,5.7,1.2,26.2,11.4
"RILEY SPENCE SENIOR LIVING",658,5,1,0,0,0,0,100,0,0,1.2,2.6,1.4,1.4,3.3,3,0.2,56.7,67.3,2.8,1,0.2,132696,26539.2,0,0,28.2,16.7,1.3,1.4,36.7,64,59.7,2.3,2.3,27.5,5,4.1,3.9,3.1,16.7,17,93.1,79.8,0,14.2,9.8,7,24.9,11.4
"RIVERSIDE HEALTH SYSTEM",453,6,1,0,0,0,0,0,100,0,3.3,3.3,3.3,3.5,3.7,3.3,0.8,44.9,39.7,1,2,0.3,43073,7178.83,0,0,20,15,1.7,3.5,54.2,87.5,93.2,1.5,1.5,13.7,3.7,7.2,3.3,1.3,16,11.3,97,98.1,0,22.5,4.9,1.1,16.3,10.6
"RJ MERIDIAN CARE",857,5,1,0,0,1,20,100,0,0,2.2,2.2,2.4,2.6,4,3.5,0.5,56.4,63.9,0.8,8,1.6,297957,59591.4,0,0,29,15.7,1.8,1.8,48.5,96.5,97.5,2.2,2.2,8.7,3.2,8.5,1.2,1.6,14.9,16.3,100,99.7,0.8,17.8,6.5,10.7,30.3,10.5
"RMG CAPITAL PARTNERS",793,9,1,1,2,4,44.4,100,0,0,2.5,2.5,2.3,3.8,3.9,3.7,0.3,38.9,49.9,"",22,2.4,417391,46376.78,4,0.4,23.3,13.6,1.9,1.8,42.6,94.4,97.8,2.1,1.8,16.1,1.4,3.2,1,1.2,9.3,11.2,98.7,99.7,0,11.6,6.7,0.4,18.5,11.3
"ROBERT SCHOENFELD",716,8,1,0,1,0,0,100,0,0,3.6,3,3.4,4.4,3.8,3.5,0.5,38.1,37,0.4,9,1.1,547580,68447.5,0,0,25.1,7.9,1.3,2.2,51.9,94,93.2,2.3,1,8.4,2,5,0.4,0.1,12.6,7.8,100,99.3,0,12.5,6.2,3.4,13.5,11.1
"ROCHESTER REGIONAL HEALTH",454,5,1,0,0,0,0,0,100,0,4,3.6,3.2,4.6,4.1,3.6,0.6,38.4,33.9,0.8,1,0.2,12868,2573.6,0,0,24.2,7.1,0.3,1.6,65.2,90,79.6,1.6,1.1,15,5.1,8,0.8,0.2,12.9,13.1,96.8,90.5,0,15.1,7.1,2.8,8.7,10.4
"ROCKY MOUNTAIN CARE",455,10,2,0,0,1,10,70,30,0,2.8,2.2,2.6,4.3,3.5,3.1,1.1,56.9,49.2,1,17,1.7,312068,31206.8,2,0.2,17.5,11.9,0.5,1.5,63.4,92.5,95.3,1.2,1.5,9.5,3.7,3.5,2.5,1.1,20.9,15.9,96.5,97.8,0.3,22.2,3.2,10.9,21,10.1
"ROLLINS-NELSON HEALTHCARE MANAGEMENT",456,10,1,0,1,4,40,100,0,0,2.2,2.1,2.8,3.8,4.6,4.2,0.4,36.5,24.2,0.3,22,2.2,505262,50526.2,4,0.4,18.1,5.3,8,0,63.3,96.1,88.7,3.6,0.9,43.6,0.7,3.2,1,2.8,13.5,18.3,99.8,99,0.1,4.8,1.2,1.7,18.6,10
"ROYAL HEALTH GROUP",457,12,2,0,0,0,0,100,0,0,2.8,3,2,3.2,3.5,3.1,0.7,51.6,61.8,1,9,0.8,198661,16555.08,0,0,23.9,13.6,1.6,2.8,46.2,83.8,87.2,2,2.1,24.6,4.5,2.9,3,0.5,17.6,19.6,96.4,96.9,0,24.2,4.2,28,19.2,10.9
"RUBY HEALTHCARE",824,7,1,0,0,3,42.9,71.4,0,28.6,3.1,2.1,2.7,5,3.7,3.3,0.4,48,57.1,0.6,17,2.4,641735,91676.43,1,0.1,23.8,17.5,0,2.4,62.1,99.9,89.4,1.9,1.7,7,3.2,1.6,0.1,0,5.9,7.9,99.8,96.7,0,9.9,2.8,1.3,11.9,10.8
"RURAL HEALTH DEVELOPMENT",879,9,2,0,0,0,0,0,22.2,77.8,3.9,3.7,3.6,3.8,3.9,3.3,0.7,50.9,50,0.1,1,0.1,27115,3012.78,1,0.1,17.1,13.4,1.2,3.7,49.2,83.3,93.3,1.3,1.6,12.8,5.2,3.1,3.4,0.9,20.1,24.4,98.6,98.4,0,25.2,5.2,6.3,20.3,10.2
"RYDERS HEALTH MANAGEMENT",458,8,1,0,0,2,25,100,0,0,1.6,1.5,3.4,2.1,3.7,3.4,0.7,38,43,0.3,7,0.9,90391,11298.88,0,0,29.6,11.9,1.6,2.9,37.8,48.8,48.1,3,1.8,16.3,3.4,5.4,3,1.3,26.7,26.7,89.7,70.1,0,28.1,6.5,1.5,21.1,10.7
"SABA HEALTHCARE",777,11,1,0,2,6,54.5,100,0,0,1.8,1.6,1.5,3.1,2.6,2.2,0.4,43.1,34.3,0.4,42,3.8,3125606,284146,14,1.3,32.5,14.9,3.3,3,31.3,41.3,41.7,2.4,2.4,24,1.7,5.6,0.2,0.2,7.5,8.5,85.6,83.6,0,12.8,1.3,93.4,14.9,10.4
"SABER HEALTHCARE GROUP",461,127,6,0,4,12,9.4,98.4,0.8,0.8,2.9,2.7,2.3,4,3.5,3.1,0.6,48.2,46.6,0.6,123,1,3337608,26280.38,11,0.1,23.3,11.2,1.1,1.7,48,67,62.8,1.6,1.4,10.5,3,4,1.3,0.4,15.7,13.7,94.7,87,0,19.8,6.1,14.2,20.7,11
"SAINT THERESE SENIOR COMMUNITIES",624,4,3,0,0,0,0,0,100,0,4.5,3.8,4.8,4.3,4.7,4.2,1.5,41,33.5,0.3,0,0,0,0,1,0.3,29,9,1.1,1.9,64.5,95.3,93.8,1.2,0.9,12.9,4,3.7,2.2,0.4,24.8,15.5,98.8,99.3,0,28.5,8,5.9,8.1,11.1
"SANDSTONE HEALTHCARE GROUP",463,3,2,0,0,1,33.3,100,0,0,2.3,1.7,3.3,4.3,4.5,4.2,0.8,48.5,49,1,2,0.7,55090,18363.33,0,0,29.2,11.6,1.9,0,68.6,73.1,85.5,1.8,0.9,23.9,0.8,6.2,0.4,3.3,19.2,15.4,76.5,89.8,0,15.1,6.6,4.6,23.8,10.3
"SANFORD HEALTH",880,4,3,0,0,1,25,0,100,0,2.5,2.3,4.3,2.8,4.3,3.7,0.9,49.3,51.7,0.3,6,1.5,325638,81409.5,1,0.3,19.9,16.9,0.8,1.4,65.8,73.7,94,2,2.4,17.2,4.1,5.8,1.8,2.5,22.4,21.4,96.8,98.9,0,21.6,6.4,4.4,12.9,9.6
"SANSTONE HEALTH & REHABILITATION",465,18,1,0,0,1,5.6,100,0,0,4.2,3.8,2.8,4.4,3.9,3.4,0.5,37.6,45.9,0.3,11,0.6,234064,13003.56,1,0.1,23.4,16.1,0.4,1.7,67.7,95.2,95.2,1.9,2.1,6.9,4,5,1.2,0.2,15.4,10.9,96.7,96.7,0,15.2,4.3,22.1,23.5,10.8
SANTE,466,5,2,0,0,0,0,80,20,0,4.6,3.8,4.2,4.6,5,4.3,1,45.9,49.5,0.3,2,0.4,55088,11017.6,0,0,24.6,11.1,0.6,1.9,61.5,90.5,96.7,"","","","","","","","","","",100,0,"",0,"",40,10.3
"SAPPHIRE CARE GROUP",590,8,1,0,0,1,12.5,100,0,0,2.6,1.9,2.4,4.8,3.5,3.1,0.7,39.2,35.9,0.6,3,0.4,142730,17841.25,0,0,17.4,8,0.9,2,74.1,85.4,87.7,1.5,0.9,12.6,2.5,6.7,0.6,0.1,11.4,13.7,96.9,95.4,0,24.3,5.9,44.5,13.9,9.9
"SAPPHIRE HEALTH SERVICES",643,8,1,0,1,3,37.5,100,0,0,1.8,1.8,3.3,3.3,5.5,5,0.8,99.3,96.7,1,7,0.9,212316,26539.5,0,0,21.1,14.4,1.9,4,60.7,80.6,83.8,1.8,2.5,16.7,3.2,8.3,1.3,0.7,19.7,14.2,96.4,97.9,1,17.5,4.4,5.8,12.1,10
"SEKY HOLDING CO.",468,9,1,0,0,0,0,100,0,0,2.6,3,4.2,1.2,4.5,4.1,0.8,45.4,35.5,0,5,0.6,118884,13209.33,2,0.2,25.3,20.4,5.1,5.2,33.3,87,91.5,2.3,4.8,25.4,4.1,9.2,3,1.6,15.7,14.9,98.8,97.8,0,19.8,8.3,5.8,36.9,11.5
"SELECTIS HEALTH",858,6,2,1,0,1,16.7,100,0,0,2.4,2.4,2.2,3.4,3.3,3,0.4,67.9,74.2,1.4,9,1.5,253069,42178.17,2,0.3,29.6,11.5,0.2,4.4,49.5,75.5,74.8,2.3,2.7,17.5,3.5,7,3.6,0.5,11.9,7.3,93.7,89.5,0.3,15.4,3.8,18.9,24.3,10.8
"SENEX FOUNDATION",881,2,2,0,1,1,50,100,0,0,1,1.5,3.5,1.5,3.8,3.4,0.9,62.6,55,1.5,5,2.5,313293,156646.5,2,1,"","","","","","",71.4,1.9,3.9,23.2,4,7.9,2.5,1.9,18.9,17.7,95.7,90.9,0,20.7,7.9,0.4,14.8,10.5
"SENIOR HEALTH SOUTH",729,8,1,0,1,2,25,25,75,0,2.1,1.9,3.1,3.9,3.4,3.2,0.6,44.5,57.1,0.9,6,0.8,362765,45345.63,0,0,24.2,10.9,1.4,1.3,48.8,99.6,98.6,2.2,1.2,15.7,1.5,6.9,0.3,0.1,5.9,7.5,100,99.3,0,3.3,6.5,0.4,25.1,10.5
"SENIOR LIFESTYLE",621,2,2,0,0,0,0,100,0,0,4,3,4.5,4,4.3,3.9,1.5,31.2,26.3,0,3,1.5,81061,40530.5,0,0,16.4,12.5,1.5,5.1,53.6,86.8,89.3,1.7,0.6,8.5,1.9,3.1,0,3.1,27.4,15.4,91.9,98.2,0,28.9,5.4,2.1,7,9.4
"SENIOR LIVING COMMUNITIES",470,10,6,0,0,0,0,100,0,0,4.7,4.2,4.5,3.8,6.1,5.6,1.4,52.4,46.3,0.6,2,0.2,33199,3319.9,1,0.1,26.2,13.4,0.9,1.4,61.8,84.3,84.7,1.5,1.6,13.7,2.5,4.2,1.9,1.8,18.8,16.3,82.1,89.2,0,21.6,6.1,6.5,18.4,11.2
"SERENITY ESTATES",882,5,2,0,0,0,0,100,0,0,2.2,3,2,2.4,3.3,2.9,0.5,50.6,52.2,1,8,1.6,251476,50295.2,2,0.4,26.1,16.9,1.1,4.9,44.5,67.1,68.2,2.1,2.7,17.6,3.8,7,2.3,1.2,17.5,14.5,90.8,92.5,0,25,11.2,29.9,18.9,12.4
"SERRANO GROUP",659,11,1,0,2,4,36.4,100,0,0,2.1,1.6,3.1,4.4,4.3,3.8,0.5,43.9,54.3,0.6,19,1.7,794729,72248.09,14,1.3,21.8,8.3,0.7,1.2,53.6,90.7,90.6,3,1.3,7.4,0.8,4.9,1.2,0.4,7.9,8.1,96.9,98.4,0.1,13.9,4.5,10.3,12.5,10.9
"SHAFIQ MALIK",794,9,1,0,0,0,0,100,0,0,3.1,4,1.8,2.4,3.4,2.9,0.4,60.5,50.8,0.4,3,0.3,215900,23988.89,1,0.1,21.3,12.2,2.6,2.3,39.5,50.8,70.4,1.9,1.9,20.5,4.3,5.5,1.9,0.5,18.1,16.1,89.7,89.4,0,12.9,9.2,16.1,31.5,11.4
"SHIMON LEFKOWITZ",795,5,3,1,0,0,0,100,0,0,2.8,3,2.5,2.8,3.6,3.3,0.6,36.6,46.9,0,5,1,309506,61901.2,0,0,24,10.1,3.2,2.3,50.3,79.9,73.4,1.6,1.5,19.4,2.4,8.3,3.4,1.4,24.4,26.2,91.8,86.3,1.2,17.9,8.2,26.4,15.1,10.6
"SHLOMO HOFFMAN",713,10,2,0,1,3,30,100,0,0,2.4,2.4,3.3,3.1,4,3.5,0.7,53.4,45.7,0.4,12,1.2,690469,69046.9,7,0.7,23,14.6,1.7,3.1,55.7,72.1,83.9,1.8,2.2,22.2,2.6,4.8,2.5,1.8,16.7,19.7,90,91.9,0,26,5.9,23.8,24,10.7
"SIGNATURE HEALTHCARE",474,68,6,0,0,3,4.4,97.1,0,2.9,3.1,2.9,2.6,3.9,3.6,3.1,0.7,46.5,42,0.8,36,0.5,1178592,17332.24,4,0.1,24.6,12.3,1.3,2.1,57.1,83.1,84.3,1.8,2,14.4,3.2,5.7,0.8,0.3,11.9,11.1,94.3,88.3,0,19.2,6.4,21.7,27.9,12
"SIMCHA HYMAN & NAFTALI ZANZIPER",580,85,6,0,3,6,7.1,100,0,0,2.6,2.7,2.4,3.4,3.4,3.1,0.5,50.8,50.7,0.7,76,0.9,3272921,38504.95,9,0.1,24.5,12.2,1.5,3.2,48.7,78.2,75.1,2,1.8,12.2,3.3,5.8,1.4,0.3,16.2,13.8,95.1,90.9,0,18.3,7.2,5.4,22.5,11.4
"SKYBLUE HEALTHCARE",883,10,2,0,0,3,30,100,0,0,2.2,2.3,2.2,3,3.4,3.1,0.3,59.5,64.2,0.8,8,0.8,238398,23839.8,6,0.6,23.2,11.1,2.5,2.2,48.8,63.3,77.5,2.3,2.6,17,4.3,5.9,1.6,1.1,16.8,16.1,97.2,95.9,0,19.2,2.3,2.6,26.5,11.7
"SLP OPERATIONS",730,8,2,0,0,1,12.5,100,0,0,2.5,2.5,1.5,3.8,3,2.8,0.3,59.7,82.5,1.1,10,1.3,528472,66059,6,0.8,21.3,5.7,6.8,4,54.4,99,81.7,2.4,2.5,13,3.6,5.5,0.8,0,17,17.4,97.2,95.2,0,12.3,2.5,1.7,18.3,11.4
"SMP HEALTH",476,5,1,0,0,1,20,0,100,0,4.4,3.8,5,2.6,4.9,4.3,0.8,35.8,26.2,0,3,0.6,22992,4598.4,0,0,20,10.5,1.3,2.7,44.4,95.9,93.3,1.5,1.7,27,5.7,4.1,3.2,1,16.7,20.2,100,99.7,0,27,4.6,2.5,20.1,9.3
"SOL HEALTHCARE",817,8,1,0,0,2,25,100,0,0,1.6,2.3,1,3.6,"","","","","","",7,0.9,65820,8227.5,1,0.1,23.5,14.8,0.9,2.4,54.3,94.5,96.2,2.1,2.3,8.8,2,7.1,1,0.4,11.3,8.6,98.2,99.4,0,9.5,3.6,9.3,6.8,10.6
"SOLARIS HEALTHCARE",477,22,1,0,0,1,4.5,50,50,0,4,3.5,3.6,4.5,3.8,3.4,0.7,35.7,32.3,0.4,13,0.6,317377,14426.23,0,0,26.1,9,1,1.4,54.7,96.9,97.3,2.4,1.1,6.5,2.2,4.1,0.9,0.2,12.3,8.6,100,99.4,0,9.3,4,3.2,11.1,11.9
"SOUTHERN ADMINISTRATIVE SERVICES",480,35,1,0,0,1,2.9,100,0,0,3.7,3.2,3.9,4.5,4.2,3.6,0.5,42.5,33.4,0.2,17,0.5,284355,8124.43,3,0.1,22.6,13.9,0.6,3.2,67.4,75.9,83,1.8,2.1,5.5,4.4,4.6,0.2,0.1,7.3,7,97.2,95,0,12.3,3.5,1.1,22.5,11
"SOUTHWEST LTC",481,13,2,0,0,0,0,84.6,0,15.4,3.1,3.6,1.8,2.5,3.4,3,0.3,67.3,62,0.8,11,0.8,504841,38833.92,1,0.1,26.8,20.8,1,2.7,56.6,81.6,74.5,2.2,2.6,11.7,3.3,5.3,1,1.4,23.9,22.3,94.5,88.9,0,20.9,3.9,2.5,21.9,11.1
"SOVEREIGN HEALTHCARE HOLDINGS",482,43,3,0,0,4,9.3,100,0,0,3.7,3.2,3,4.5,3.6,3.3,0.6,44.5,50.8,0.5,29,0.7,1090668,25364.37,2,0,24.2,9,1,2.2,65.5,97,96,2.1,1.3,11.6,3.3,4.2,0.6,0.2,8.2,6.8,99.9,99.1,0,10.4,4.9,11.1,10.1,11.3
"SPRENGER HEALTH CARE SYSTEMS",484,12,2,0,0,0,0,100,0,0,3.8,3.4,2.7,4.7,3.5,3.1,0.6,51,46.9,0.2,4,0.3,94325,7860.42,0,0,25.6,14.6,0.7,1.1,45.1,86.4,89.3,1.3,1.6,5.6,2.9,3.1,0.4,0,3.1,2.9,96.6,94.7,0,23.7,6.5,5.5,29.4,10.6
"SPRINGPOINT SENIOR LIVING",485,8,2,0,0,0,0,0,100,0,3.6,3,4.5,4.4,4.6,4.3,1.3,43.1,45.2,0.4,4,0.5,453011,56626.38,0,0,22.7,7.9,0.6,1.9,55.3,87.2,83.9,2.5,1.2,9.4,2.2,3.7,3.3,1,20.3,17.6,99.2,97.8,0,12.9,4.8,4.5,15.5,10.6
"SPYGLASS HEALTHCARE",703,9,1,0,0,3,33.3,100,0,0,3.1,2.6,2.8,4.7,4,3.7,0.6,38.5,43.9,1.1,8,0.9,146597,16288.56,0,0,21.1,12.9,1.9,1.7,78,94.1,97.6,1.6,1.8,11.9,1.4,4.1,0.4,0,4.8,3,99,99.3,0,9.6,3.3,4.4,9.7,10.4
"SSM HEALTH",486,2,2,0,0,0,0,0,100,0,2.5,3,2.5,3.5,4.1,3.7,0.6,51.6,37.5,1.5,0,0,0,0,0,0,22.8,10,0,2.4,48.1,75.2,80.9,2.1,1.9,9.1,3.5,9.3,1.9,0.8,15,15,97.4,93.4,0,17.8,1.7,1.7,20.8,9.3
"ST. FRANCIS HEALTH SERVICES",487,14,1,0,0,1,7.1,0,100,0,2.7,2.4,4.4,2.9,3.8,3.4,1,37,31.4,0.5,14,1,482662,34475.86,4,0.3,20.9,16.8,1.4,1,63.4,79.1,86.6,1.6,2.5,15.2,4.7,4.1,3.7,3.5,22.6,20.5,98,97.6,0.2,25.3,4.4,2.9,14.9,10.4
"STATE OF LOUISIANA DEPARTMENT OF VETERANS AFFAIRS",488,5,1,0,0,0,0,0,0,100,4.4,5,1,1.7,"","","","","","",0,0,0,0,0,0,27.5,17,8.3,7.6,42.7,"",78.8,1.7,1.7,5.7,3.1,26.1,0,1.5,27.6,25,"",100,0,12.6,0,0,43.3,11.6
"STATE OF NEW YORK COMPTROLLER'S OFFICE",489,6,1,0,0,0,0,0,0,100,4.7,4.7,3.8,4.2,5.4,4.7,1.8,36.5,39.3,0,0,0,0,0,0,0,13.7,8.7,1.7,3.2,49,90.2,87.8,1.2,1,9.4,3.7,9,1.8,1,16,14.1,97.5,91.3,0,21.1,6.4,2.2,8.5,9.4
"STEIN LTC",490,4,2,0,0,0,0,100,0,0,4,3.8,3,3.8,3.9,3.4,0.2,49.1,25,0.5,0,0,0,0,0,0,27.9,21,0.7,0.9,53.8,92.7,93.6,2.3,3.4,17.7,4.6,2.9,1.9,0.4,12.6,7.4,99.3,99.7,0,11.6,4.7,4.4,27.4,10.3
"STELLAR HEALTH GROUP",694,7,2,0,0,0,0,100,0,0,2.6,2.6,2.9,3.1,4,3.4,0.7,51.4,52.6,1.3,9,1.3,624268,89181.14,0,0,25.3,15.1,1.6,3,54.8,75.6,85.7,1.9,1.9,17.5,4.3,2.9,2.2,0.9,17.4,18.4,93.3,95.8,0.1,24,6.1,19.4,13,10.2
"STELLAR SENIOR LIVING",491,8,2,0,1,3,37.5,100,0,0,2,1.8,2.6,3.4,3.2,2.8,0.6,51,46.6,0.4,15,1.9,382069,47758.63,3,0.4,15.4,12.8,2.5,2.4,42.2,77.6,76.9,1,1.2,23.6,3.8,3.9,2.2,1,21.7,22.7,95.4,95.9,0,21.9,5.9,12.4,14.8,10
"STERLING CARE",492,6,1,0,0,1,16.7,100,0,0,4.3,3.7,2,4.8,3.7,3.4,0.5,44.8,43.2,0.7,2,0.3,14230,2371.67,0,0,19.9,8.3,0.7,1.2,62.2,76.7,74.4,1.1,0.8,7.1,0.8,3.6,0.6,0,10.3,12.5,98.9,95.7,0,32.2,4.1,21.9,10.8,13.6
"STERLING HEALTHCARE",859,5,1,0,0,0,0,20,80,0,3.2,2.8,3.2,3.4,4.7,4,0.8,55.4,51.3,1,1,0.2,10839,2167.8,0,0,25.1,23.5,0.6,0,45.6,85.2,77.5,2.3,2.4,19.4,1.6,3.6,0.9,0.4,13.2,11.8,98.3,91.4,0,21.2,7,9.7,27.5,9.8
"STERN CONSULTANTS",661,23,3,0,0,2,8.7,100,0,0,2.5,2.4,2.2,3.9,3.7,3.1,0.6,45.8,48.9,0.6,23,1,1167393,50756.22,7,0.3,24,13.6,1.1,1.7,49.8,76.5,77.5,2,2.1,15.9,3.1,3.3,0.9,0.4,10.9,11.2,95.9,90.7,0.1,22.9,9.2,32.1,22.8,11.2
"STONEBRIDGE SENIOR LIVING",494,12,1,0,0,0,0,100,0,0,2.8,3.3,1.8,2.5,3.5,3,0.5,58.5,39.5,0.6,4,0.3,65407,5450.58,0,0,24.6,12.3,3.8,6.3,55.3,59.1,59.3,1.8,1.8,19.2,5.4,7.1,2.1,0.7,22.5,20.3,91.9,85.8,0,20.8,10.2,17.6,17.6,10.6
"STONEGATE SENIOR LIVING",495,24,2,0,3,2,8.3,66.7,33.3,0,2.6,2.3,2.1,4.1,3.3,2.9,0.3,53.8,54.7,0.3,29,1.2,989606,41233.58,2,0.1,26.8,13.8,1,2.1,51.1,85.7,84,2.1,2.2,9.6,3.7,5.1,0.3,0.5,8,7,98.6,96.4,0.1,10.1,1.8,1.2,18.3,11.4
"STONEHENGE OF UTAH",613,5,1,0,0,0,0,80,0,20,4.4,3.6,4.6,4.2,4.1,3.5,1.4,43.7,25,0,3,0.6,26528,5305.6,0,0,19.6,16,0.4,2.4,59.9,94.8,97.3,1.2,1.6,8,2.2,5,1.9,0.7,31.3,20.3,96.7,99.9,0,24.1,4.2,2.7,18.1,9.5
"SUMMIT CARE",889,22,1,0,0,3,13.6,100,0,0,3.4,2.8,2.8,4.5,3.7,3.4,0.6,44.2,51.6,0.6,16,0.7,530437,24110.77,0,0,27.8,11,1.1,1.9,64.1,95.2,96.7,2,1.4,4.9,2.4,4.3,0.3,0.2,9.4,6.3,100,98.4,0,7.3,7.6,3.6,11.2,11.5
"SUMMIT HEALTHCARE CONSULTING",796,9,1,0,0,3,33.3,100,0,0,2.6,3.2,1.3,3.2,3.2,2.8,0.4,41.9,50.4,0.7,9,1,410501,45611.22,1,0.1,23,15.5,2.1,2.8,42.4,76.9,79.6,1.8,3.9,13,5,5.2,0.5,0.4,12.4,8.6,96.4,97.4,0.2,26.7,7.7,52.3,18.7,11.4
"SUMMIT LTC",496,5,1,0,0,0,0,80,0,20,1.8,2.2,1,3.6,2.9,2.6,0.2,63.9,62.5,0.6,10,2,346737,69347.4,2,0.4,22.7,15.6,3.3,5,39.3,84.3,82.5,2.3,2.4,13.3,2.1,2.8,0.3,0,14.7,19.2,98.1,93,0,9.1,1.8,0.2,15.5,10.3
"SUNRISE SENIOR LIVING",498,5,4,0,0,2,40,100,0,0,3.8,2.8,4.6,4.6,5.9,5.1,1.2,32.3,41.3,1.4,4,0.8,94439,18887.8,1,0.2,23.6,8,1.7,1.4,61,85,87.9,1.9,0.5,15.5,0.9,10.7,3.9,2.1,16.1,11.4,94.8,95.9,0,22.5,2.2,0,22.1,11.5
"SUNTERRA SPRINGS",499,4,2,0,0,0,0,100,0,0,3.3,2.8,2.8,4.5,4.2,3.7,0.9,68.9,58.2,0.5,16,4,127726,31931.5,2,0.5,27.4,11.7,0.9,1.6,75.1,80.5,91,"","","","","","","","","","","","","","","","",10.3
"SWEETWATER CARE",500,10,3,1,0,1,10,100,0,0,2.6,2.2,3.1,3.8,3.6,3.1,0.6,55,51.5,1,21,2.1,728151,72815.1,3,0.3,24.4,16.5,2.5,3.3,61.9,68.2,77.6,1.7,2.9,22.2,3,4,0.5,0.3,7.3,8.2,96.7,94.4,0,17.5,5.1,8.8,16.1,10.6
"SYMPHONY CARE NETWORK",501,7,2,0,0,1,14.3,100,0,0,1.9,1.9,2.6,3.7,3.7,3.1,0.8,54,46.2,1,13,1.9,590037,84291,6,0.9,27.3,14.3,1.2,1.8,58.6,82.6,87.5,1.6,1.6,17.9,4.5,5.1,0.9,0.3,11,8.6,95.4,96.6,0,22.7,4.9,4.4,19.4,10.5
