Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"REGENCY CARE",440,4,4,0,0,0,0,100,0,0,2.5,2.3,2.8,3.3,3.8,3.4,0.5,42.3,50.6,1,2,0.5,24850,6212.5,0,0,25.2,9.9,1.1,1.2,43,79.7,76,1.6,0.9,14,2.7,5.9,1,0.7,25.6,26.2,93.7,90.8,0,24.2,5.4,1.8,18.2,11.4
"REGENCY PACIFIC MANAGEMENT",442,26,3,0,0,3,11.5,100,0,0,3.8,3.5,3.8,3.7,4.8,4.1,0.9,46.7,42,0.2,24,0.9,960421,36939.27,3,0.1,20.5,13.9,1.2,3,62.2,83.3,94.9,1.5,2.6,13.2,3,5.2,2.6,1.4,24.9,17.3,94.5,98.7,0.1,19.7,4.7,11,13.3,10
"REHAB SELECT",444,5,1,0,0,0,0,100,0,0,3.4,3.2,3.8,3.2,4.7,4,0.5,54.3,50.3,0.4,0,0,0,0,0,0,24,15.4,1.1,3.5,48,89.4,96.1,1.8,2.2,17.1,2.5,5.7,1.7,0.8,13.9,12.4,97,99,0.1,5.3,5.5,1,19.8,10.4
"REHABILITATION ASSOCIATES",445,6,1,0,0,0,0,100,0,0,3.7,3.2,4.2,3.3,4.3,3.9,0.8,37.7,45.8,0,1,0.2,40641,6773.5,1,0.2,21.2,10.2,1.4,3.4,50.6,70.5,66.5,1.9,1.8,20.4,3.5,5.1,2.4,1.2,19,19.7,96.2,94.5,0,11.7,4.7,0.8,14.1,11.8
"RELIANT CARE MANAGEMENT",446,31,2,0,5,14,45.2,100,0,0,1.2,1.7,1,1.9,2.3,2.2,0.2,60.8,69.3,1.2,64,2.1,3679325,118687.9,26,0.8,28.5,14.3,1.9,1.3,35.4,18.2,28.3,2.1,2.9,46.2,1.2,3,0.9,0.9,33.2,35,74.7,54.1,0.1,16,5.2,53,35.8,10.8
"RENNES GROUP",449,6,1,0,0,0,0,100,0,0,4.5,4.3,4.3,3.7,4.1,3.6,1,43.3,32.6,0.8,0,0,0,0,0,0,20.6,14.5,0.5,0.8,50.7,98.3,98.3,1.8,2.3,13.6,3.3,2.1,2.9,1.1,20.1,18.4,99.8,99.9,0,25.8,4.1,1.5,13.1,10.1
"RESIDENTIAL ALTERNATIVES OF ILLINOIS",450,7,2,0,0,0,0,14.3,85.7,0,2.9,3.1,3.6,2.3,4.1,3.6,0.8,41.7,37.7,0.1,8,1.1,262704,37529.14,0,0,24.8,18.3,1.6,4.5,56,77.1,82.7,1.7,2.9,15.4,6.3,4.7,2.7,0.8,26.3,26.7,94.6,91.3,0,22.5,4.4,8.6,17.4,11.2
"RIVERSIDE HEALTH SYSTEM",453,6,1,0,0,0,0,0,100,0,3.3,3.3,3.3,3.5,3.7,3.3,0.8,44.9,39.7,1,2,0.3,43073,7178.83,0,0,20,15,1.7,3.5,54.2,87.5,93.2,1.5,1.5,13.7,3.7,7.2,3.3,1.3,16,11.3,97,98.1,0,22.5,4.9,1.1,16.3,10.6
"ROCHESTER REGIONAL HEALTH",454,5,1,0,0,0,0,0,100,0,4,3.6,3.2,4.6,4.1,3.6,0.6,38.4,33.9,0.8,1,0.2,12868,2573.6,0,0,24.2,7.1,0.3,1.6,65.2,90,79.6,1.6,1.1,15,5.1,8,0.8,0.2,12.9,13.1,96.8,90.5,0,15.1,7.1,2.8,8.7,10.4
"ROCKY MOUNTAIN CARE",455,10,2,0,0,1,10,50,50,0,2.8,2.2,2.6,4.3,3.5,3.1,1.1,56.9,49.2,1,18,1.8,343733,34373.3,2,0.2,17.5,11.9,0.5,1.5,63.4,92.5,95.3,1.2,1.5,9.5,3.7,3.5,2.5,1.1,20.9,15.9,96.5,97.8,0.3,22.2,3.2,10.9,21,10.1
"ROLLINS-NELSON HEALTHCARE MANAGEMENT",456,10,1,0,1,4,40,100,0,0,2.1,2,2.8,4.1,4.6,4.2,0.4,36.5,24.2,0.3,24,2.4,580397,58039.7,5,0.5,18.1,5.3,8,0,63.3,96.1,88.7,3.6,0.9,43.6,0.7,3.2,1,2.8,13.5,18.3,99.8,99,0.1,4.8,1.2,1.7,18.6,10
"ROYAL HEALTH GROUP",457,12,2,0,0,0,0,100,0,0,2.9,3.2,2,3.2,3.5,3.1,0.7,51.6,61.8,1,8,0.7,168071,14005.92,0,0,23.9,13.6,1.6,2.8,46.2,83.8,87.2,2,2.1,24.6,4.5,2.9,3,0.5,17.6,19.6,96.4,96.9,0,24.2,4.2,28,19.2,10.9
"RYDERS HEALTH MANAGEMENT",458,8,1,0,0,2,25,100,0,0,1.9,1.6,3.9,2.1,4,3.6,0.8,38,43,0.3,7,0.9,177095,22136.88,0,0,29.6,11.9,1.6,2.9,37.8,48.8,48.1,3,1.8,16.3,3.4,5.4,3,1.3,26.7,26.7,89.7,70.1,0,28.1,6.5,1.5,21.1,10.7
"SABER HEALTHCARE GROUP",461,126,6,1,3,13,10.3,98.4,0.8,0.8,3,2.7,2.3,4,3.5,3.1,0.6,48.4,46.7,0.6,128,1,2936008,23301.65,11,0.1,23.2,11.2,1.1,1.7,47.8,66.9,62.7,1.6,1.4,10.3,3,4,1.3,0.4,15.8,13.7,94.7,87,0,19.8,6.1,14.3,20.5,11
"SANDSTONE HEALTHCARE GROUP",463,3,2,0,1,1,33.3,100,0,0,2,1.3,3.3,4.3,4.5,4.2,0.8,48.5,49,1,1,0.3,20930,6976.67,0,0,29.2,11.6,1.9,0,68.6,73.1,85.5,1.8,0.9,23.9,0.8,6.2,0.4,3.3,19.2,15.4,76.5,89.8,0,15.1,6.6,4.6,23.8,10.3
"SANFORD HEALTH GOOD SAMARITAN (PROSPERA)",464,4,3,0,0,1,25,0,100,0,2.5,2.3,4.3,2.8,4.3,3.7,0.9,49.3,51.7,0.3,5,1.3,105515,26378.75,1,0.3,19.9,16.9,0.8,1.4,65.8,73.7,94,2,2.4,17.2,4.1,5.8,1.8,2.5,22.4,21.4,96.8,98.9,0,21.6,6.4,4.4,12.9,9.6
"SANSTONE HEALTH & REHABILITATION",465,17,1,0,0,1,5.9,100,0,0,4.1,3.6,2.8,4.5,3.9,3.4,0.5,37.8,46.3,0.2,12,0.7,248585,14622.65,1,0.1,23.4,16.2,0.4,1.5,68.9,96.5,96.7,1.9,1.9,6,4.1,5.1,1.3,0.2,15.9,11.1,97.2,97.7,0,15.3,4.3,23.2,23.4,10.8
SANTE,466,5,2,0,0,0,0,100,0,0,4.6,3.6,4.2,4.6,5,4.3,1,45.9,49.5,0.3,2,0.4,55088,11017.6,0,0,24.6,11.1,0.6,1.9,61.5,90.5,96.7,"","","","","","","","","","",100,0,"",0,"",40,10.3
"SEKY HOLDING CO.",468,9,1,0,0,0,0,100,0,0,2.6,3,4.2,1.2,4.5,4.1,0.8,45.4,35.5,0,5,0.6,118884,13209.33,2,0.2,25.3,20.4,5.1,5.2,33.3,87,91.5,2.3,4.8,25.4,4.1,9.2,3,1.6,15.7,14.9,98.8,97.8,0,19.8,8.3,5.8,36.9,11.5
"SENIOR LIVING COMMUNITIES",470,9,5,0,0,0,0,100,0,0,4.4,4,4.4,3.7,5.7,5.1,1.2,55,48.1,0.6,4,0.4,23760,2640,1,0.1,26.8,14.1,1,1.5,60.5,83.7,84.1,1.4,1.6,10.2,2.2,5.3,2.2,1.1,19.5,17.4,76.2,88.1,0,23.3,6.6,7.6,17.6,11.3
"SIGNATURE HEALTHCARE",474,71,6,1,1,4,5.6,97.2,0,2.8,3.1,2.9,2.6,3.9,3.6,3.1,0.7,47,42.4,0.7,40,0.6,1348225,18989.08,6,0.1,24.5,12.4,1.3,2,57,82.3,83.8,1.8,2.1,14,3.3,5.6,0.8,0.2,11.4,10.8,93.9,88.4,0,19.3,6.5,21.8,28,11.9
"SMP HEALTH",476,5,1,0,0,1,20,0,100,0,4.6,4,5,2.6,4.9,4.3,0.8,35.8,26.2,0,3,0.6,22992,4598.4,0,0,20,10.5,1.3,2.7,44.4,95.9,93.3,1.5,1.7,27,5.7,4.1,3.2,1,16.7,20.2,100,99.7,0,27,4.6,2.5,20.1,9.3
"SOLARIS HEALTHCARE",477,22,1,0,0,1,4.5,50,50,0,3.9,3.4,3.6,4.5,3.8,3.4,0.7,35.7,32.3,0.4,14,0.6,351559,15979.95,0,0,26.1,9,1,1.4,54.7,96.9,97.3,2.4,1.1,6.5,2.2,4.1,0.9,0.2,12.3,8.6,100,99.4,0,9.3,4,3.2,11.1,11.9
"SOUTHERN ADMINISTRATIVE SERVICES",480,35,1,0,0,1,2.9,100,0,0,3.7,3.1,3.9,4.5,4.2,3.6,0.5,42.5,33.4,0.2,17,0.5,284669,8133.4,3,0.1,22.6,13.9,0.6,3.2,67.4,75.9,83,1.8,2.1,5.5,4.4,4.6,0.2,0.1,7.3,7,97.2,95,0,12.3,3.5,1.1,22.5,11
"SOUTHWEST LTC",481,13,2,0,0,0,0,84.6,0,15.4,3.2,3.8,1.8,2.5,3.4,3,0.3,67.3,62,0.8,11,0.8,508007,39077.46,1,0.1,26.8,20.8,1,2.7,56.6,81.6,74.5,2.2,2.6,11.7,3.3,5.3,1,1.4,23.9,22.3,94.5,88.9,0,20.9,3.9,2.5,21.9,11.1
"SOVEREIGN HEALTHCARE HOLDINGS",482,43,3,0,0,4,9.3,97.7,0,2.3,3.7,3.2,3,4.5,3.6,3.3,0.6,44.5,50.8,0.5,33,0.8,1238899,28811.6,2,0,24.2,9,1,2.2,65.5,97,96,2.1,1.3,11.6,3.3,4.2,0.6,0.2,8.2,6.8,99.9,99.1,0,10.4,4.9,11.1,10.1,11.3
"SPRENGER HEALTH CARE SYSTEMS",484,12,2,0,0,0,0,100,0,0,3.8,3.3,2.7,4.7,3.5,3.1,0.6,51,46.9,0.2,5,0.4,118808,9900.67,0,0,25.6,14.6,0.7,1.1,45.1,86.4,89.3,1.3,1.6,5.6,2.9,3.1,0.4,0,3.1,2.9,96.6,94.7,0,23.7,6.5,5.5,29.4,10.6
"SPRINGPOINT SENIOR LIVING",485,8,2,0,0,0,0,0,100,0,4.1,3.3,4.5,4.4,4.6,4.3,1.3,43.1,45.2,0.4,3,0.4,270745,33843.13,0,0,22.7,7.9,0.6,1.9,55.3,87.2,83.9,2.5,1.2,9.4,2.2,3.7,3.3,1,20.3,17.6,99.2,97.8,0,12.9,4.8,4.5,15.5,10.6
"SSM HEALTH",486,2,2,0,0,0,0,0,100,0,2.5,3,2.5,3.5,4.1,3.7,0.6,51.6,37.5,1.5,0,0,0,0,0,0,22.8,10,0,2.4,48.1,75.2,80.9,2.1,1.9,9.1,3.5,9.3,1.9,0.8,15,15,97.4,93.4,0,17.8,1.7,1.7,20.8,9.3
"ST. FRANCIS HEALTH SERVICES",487,14,1,0,0,0,0,0,100,0,2.8,2.4,4.4,2.9,3.8,3.4,1,37,31.4,0.5,12,0.9,393465,28104.64,1,0.1,20.9,16.8,1.4,1,63.4,79.1,86.6,1.6,2.5,15.2,4.7,4.1,3.7,3.5,22.6,20.5,98,97.6,0.2,25.3,4.4,2.9,14.9,10.4
"STATE OF LOUISIANA DEPARTMENT OF VETERANS AFFAIRS",488,5,1,0,0,0,0,0,0,100,4.2,4.6,4,1.7,11.5,9.9,3.3,"","","",0,0,0,0,0,0,27.5,17,8.3,7.6,42.7,"",78.8,1.7,1.7,5.7,3.1,26.1,0,1.5,27.6,25,"",100,0,12.6,0,0,43.3,11.6
"STATE OF NEW YORK COMPTROLLER'S OFFICE",489,6,1,0,0,0,0,0,0,100,4.8,4.7,4.3,4.2,5.1,4.4,1.6,38,39.7,0,0,0,0,0,0,0,13.7,8.7,1.7,3.2,49,90.2,87.8,1.2,1,9.4,3.7,9,1.8,1,16,14.1,97.5,91.3,0,21.1,6.4,2.2,8.5,9.4
"STEIN LTC",490,4,2,0,0,0,0,100,0,0,4,3.8,3,3.8,3.9,3.4,0.2,49.1,25,0.5,1,0.3,7446,1861.5,0,0,27.9,21,0.7,0.9,53.8,92.7,93.6,2.3,3.4,17.7,4.6,2.9,1.9,0.4,12.6,7.4,99.3,99.7,0,11.6,4.7,4.4,27.4,10.3
"STELLAR SENIOR LIVING",491,8,2,0,1,4,50,100,0,0,2,1.8,2.6,3.4,3.2,2.8,0.6,51,46.6,0.4,16,2,342442,42805.25,3,0.4,15.4,12.8,2.5,2.4,42.2,77.6,76.9,1,1.2,23.6,3.8,3.9,2.2,1,21.7,22.7,95.4,95.9,0,21.9,5.9,12.4,14.8,10
"STERLING CARE",492,6,1,0,0,1,16.7,100,0,0,4.2,3.5,2,4.8,3.7,3.4,0.5,44.8,43.2,0.7,2,0.3,14230,2371.67,0,0,19.9,8.3,0.7,1.2,62.2,76.7,74.4,1.1,0.8,7.1,0.8,3.6,0.6,0,10.3,12.5,98.9,95.7,0,32.2,4.1,21.9,10.8,13.6
"STONEBRIDGE SENIOR LIVING",494,12,1,0,0,1,8.3,100,0,0,2.7,3.2,1.8,2.5,3.5,3,0.5,58.5,39.5,0.6,5,0.4,77328,6444,0,0,24.6,12.3,3.8,6.3,55.3,59.1,59.3,1.8,1.8,19.2,5.4,7.1,2.1,0.7,22.5,20.3,91.9,85.8,0,20.8,10.2,17.6,17.6,10.6
"STONEGATE SENIOR LIVING",495,24,2,0,2,2,8.3,62.5,33.3,4.2,2.5,2.2,2.1,4.1,3.3,2.9,0.3,53.8,54.7,0.3,33,1.4,1188928,49538.67,2,0.1,26.8,13.8,1,2.1,51.1,85.7,84,2.1,2.2,9.6,3.7,5.1,0.3,0.5,8,7,98.6,96.4,0.1,10.1,1.8,1.2,18.3,11.4
"SUMMIT LTC",496,7,1,0,0,0,0,85.7,0,14.3,1.9,2.3,1,3,3,2.7,0.2,65.9,74.1,0.4,15,2.1,648564,92652,2,0.3,23.7,13.3,3.4,2.8,36.1,78.8,81.8,2.2,2.5,14.1,2.4,3.2,0.5,0,15.3,17.5,98.3,92.9,0,9.3,1.4,0.4,14.7,10.7
"SUMMITT CARE II, INC.",497,9,1,0,0,3,33.3,100,0,0,3.1,2.4,2.4,4.4,3.8,3.5,0.6,43.8,55.6,0.8,14,1.6,171908,19100.89,0,0,27.5,11.8,1.3,2,66,97.2,98.9,1.8,1.3,4.4,2,3.9,0.2,0.2,9.8,6.8,100,99.9,0,8.1,8.3,2.7,11.2,11.1
"SUNRISE SENIOR LIVING",498,5,4,0,0,1,20,100,0,0,4,2.8,3.8,4.6,5.5,4.9,1.1,32.3,41.3,1.4,1,0.2,33374,6674.8,1,0.2,23.6,8,1.7,1.4,61,85,87.9,1.9,0.5,15.5,0.9,10.7,3.9,2.1,16.1,11.4,94.8,95.9,0,22.5,2.2,0,22.1,11.5
"SUNTERRA SPRINGS",499,4,2,0,0,0,0,100,0,0,3,2.5,2.8,4.5,4.2,3.7,0.9,68.9,58.2,0.5,17,4.3,146320,36580,2,0.5,27.4,11.7,0.9,1.6,75.1,80.5,91,"","","","","","","","","","","","","","","","",10.3
"SWEETWATER CARE",500,10,3,0,1,1,10,100,0,0,2.5,2.2,3,3.7,3.6,3.1,0.6,55,51.5,1,24,2.4,923902,92390.2,3,0.3,24.4,16.5,2.5,3.3,61.9,68.2,77.6,1.7,2.9,22.2,3,4,0.5,0.3,7.3,8.2,96.7,94.4,0,17.5,5.1,8.8,16.1,10.6
"SYMPHONY CARE NETWORK",501,7,2,0,0,0,0,100,0,0,1.9,1.9,2.6,3.7,3.7,3.1,0.8,54,46.2,1,12,1.7,541312,77330.29,5,0.7,27.3,14.3,1.2,1.8,58.6,82.6,87.5,1.6,1.6,17.9,4.5,5.1,0.9,0.3,11,8.6,95.4,96.6,0,22.7,4.9,4.4,19.4,10.5
"SYNERGY SENIOR CARE",502,5,1,0,0,0,0,100,0,0,2,2,4,2.8,4.4,3.9,1.1,48.2,50.8,0.8,5,1,221131,44226.2,3,0.6,26.6,22.3,2.1,1.4,52.6,84.1,92.9,1.1,3.2,12,2,8.4,3.6,4.2,20.3,16.2,92.9,99.6,0,22.8,4.5,3.8,18.1,10.9
TEXVET,503,9,1,0,0,2,22.2,55.6,0,44.4,3.1,2.4,3.4,4.3,4,3.4,0.5,40.5,48.5,1,12,1.3,565983,62887,1,0.1,22.3,11.1,3.5,0.8,53.9,69.3,73,1.5,1.4,11,4.3,2.6,0.5,0.5,15.8,17.8,97.5,92.8,0,19.7,3.2,0.6,16.2,10.4
"THE ALDEN NETWORK",504,27,2,0,1,5,18.5,100,0,0,2.6,3.1,1.3,3.8,3.5,3.1,0.8,"","","",47,1.7,2311961,85628.19,13,0.5,28.3,13.1,2.1,2.5,68.7,61.9,55.2,2.1,1.6,16,2.3,4.8,1.8,0.5,9.2,8.5,90.5,86.2,0,23.8,5.9,22.6,15.7,10.4
"THE BLOSSOMS REHAB & NURSING CENTER",505,24,1,0,0,0,0,100,0,0,2.7,2.7,2.2,3,3.4,3,0.3,59.8,63.7,0.5,7,0.3,93700,3904.17,0,0,26.5,17,1.8,3.8,57.6,77.7,80.3,2.2,2.9,19.1,2.9,5.8,1,0.5,9.1,9.6,95.6,94.4,0,12.6,7,0.3,25.2,11.2
"THE ENSIGN GROUP",507,334,17,1,8,29,8.7,92.5,0.6,6.9,3.2,2.9,2.4,4.4,3.7,3.3,0.6,45.8,41.8,0.3,300,0.9,7898486,23648.16,25,0.1,22.3,10.7,1.1,1.6,62.8,87.9,91.2,1.8,1.4,10,2.2,3.9,0.9,0.5,15.5,13.4,95.9,96.8,0.1,20.2,4.4,9.8,18,10.6
"THE GOODMAN GROUP",508,10,5,0,0,0,0,80,20,0,3,2.5,3.8,3.8,4.2,3.7,1,50.3,42.1,0.5,9,0.9,106165,10616.5,1,0.1,24.8,12.5,1.1,2.6,62.9,89.2,95.6,1.7,2.1,15.1,1.2,5.8,0.8,1.4,21.2,14.6,96.5,98.8,0,23.6,7.1,5.1,16.1,10.1
"THE GRAND HEALTHCARE",509,16,1,0,3,2,12.5,100,0,0,1.8,1.9,1.9,2.2,3.2,2.8,0.5,37,45.4,0.4,13,0.8,585764,36610.25,2,0.1,25.3,15.2,2.6,3.9,46.6,61.8,58,2.2,2.4,23.3,3.3,6.8,1.2,0.9,12.6,15,94.5,83.5,0,21.6,5.8,20.7,15,10.1
"THE MCGUIRE GROUP",510,6,1,0,0,0,0,100,0,0,3.8,3.5,2.5,4.5,3.6,3.1,0.4,46.9,40.6,0.2,1,0.2,7901,1316.83,0,0,24,11,0.8,1.8,54.5,88.9,97.1,0.9,0.7,16,2.4,7,0.6,1,13.7,12.6,96.5,97.8,0,13.2,3.1,2.6,13.9,11.2
"THE ORCHARDS",512,3,2,0,0,0,0,100,0,0,4,4,1.5,4.5,3.6,3.2,0.5,35.5,35.7,1,0,0,0,0,0,0,20.4,9.4,1.6,3.6,54.5,92.6,98.6,1.9,1.7,1.3,5.7,1.8,1.7,0,13,7.4,98.5,100,0,29.7,6.1,6.8,13.4,10.8
"THE ORCHARDS MICHIGAN",513,12,1,0,0,2,16.7,100,0,0,2.3,2.5,1.3,3.8,3.5,3.2,0.4,"","","",12,1,279284,23273.67,3,0.3,23.8,8.3,1.7,2.1,50.2,60.4,65.5,1.7,1,19.5,1.9,5,1.2,0.3,17.7,14.2,91.4,91.6,0,22.8,6.4,2.1,18.6,11.1
"THE PAVILION GROUP",514,6,3,0,0,0,0,100,0,0,2.8,3,2,4.3,3.4,3.1,0.5,53.3,59,0.7,0,0,0,0,0,0,19.3,12.5,1.5,3.2,59.4,61.3,62.8,2.2,2.3,14.4,2,3.3,0.1,0.1,6.2,4.3,91.4,78.9,0.1,15.1,6.2,18.3,24.1,12
"THE PEPLINSKI GROUP",515,10,1,0,0,1,10,100,0,0,2.5,2.3,3.5,3.9,3.9,3.6,0.6,50.1,47.7,0.6,11,1.1,287227,28722.7,7,0.7,21.1,9.6,1,3,39.9,90.4,90.6,1.4,1.7,15.8,2.2,5.4,3.1,0.9,18.8,11.8,99.6,99,0,23.2,10.4,1.3,22.1,11.2
"THE SPRINGS ARKANSAS",516,26,1,0,0,1,3.8,100,0,0,3.5,3.2,2.8,4.1,3.8,3.3,0.4,53.2,54.9,0.5,8,0.3,118596,4561.38,1,0,23.6,11.9,1.2,3.6,60.4,81.1,88.9,1.6,1.7,13.3,3.1,4.6,0.1,0.2,6.7,7.5,95.3,96.7,0.1,12.2,4,1.1,21.5,11.2
"THE WELLBRIDGE GROUP",517,8,1,0,0,1,12.5,100,0,0,2.8,2.6,4,4.3,4,3.6,0.7,49.2,38.7,0,6,0.8,277461,34682.63,0,0,28.4,10.4,0.7,1.3,59.2,86.3,89.6,2.3,1.8,12.2,5.1,2.6,2.6,0,10.4,9,99.6,99.1,0,5.8,5.3,1.1,18.6,11.3
"TLC MANAGEMENT",520,20,3,0,0,0,0,60,35,5,3.9,3.3,3.1,4.8,3.8,3.3,0.6,43.4,35.6,0.3,2,0.1,19533,976.65,0,0,25.8,8.9,0.9,3.2,71.6,81,83.6,1.6,1.1,10.2,3.7,4.7,0.7,0.7,10.5,9.3,98.1,96,0,24.6,6,11.3,19.9,10.6
"TOUCHSTONE COMMUNITIES",521,28,1,0,0,0,0,85.7,0,14.3,2.7,3,1.4,4.1,3.2,2.8,0.4,47.1,46.8,0.5,36,1.3,832933,29747.61,3,0.1,25.9,12.4,0.5,1.5,48.4,78.5,88.2,2.3,2.1,5.9,2.8,2.8,0.2,0.1,9.2,13.4,96.1,94.6,0,11.9,1.7,1,13.1,11.1
"TREND CONSULTANTS",522,16,1,0,0,0,0,100,0,0,3.3,3.3,3.9,2.1,4.7,3.8,0.5,41.2,38.1,0.4,18,1.1,182990,11436.88,3,0.2,26.5,15.4,2.5,2.7,62.6,80.3,91.7,2.7,3.6,24.3,3.7,6.4,3.9,1.7,19.9,21.7,97.8,96.3,0.3,21.8,7.2,0.3,26.4,11
"TRILOGY HEALTH SERVICES",524,125,5,0,0,0,0,84,4,12,4.1,3.4,3.2,4.8,4,3.5,0.9,41,35.4,0.4,27,0.2,448336,3586.69,3,0,23.7,10.8,0.8,1,70.7,89.9,91.6,1.7,1.6,8.8,3.5,2.3,0.4,0.2,9.4,7.8,96.3,96.1,0,22.9,4.6,11.6,22.6,11.3
"TRINITY HEALTH",525,20,8,0,0,4,20,5,95,0,3.4,3.1,4.1,3.7,4.4,4,1.1,39.9,38.4,0.4,2,0.1,232158,11607.9,3,0.2,25.4,12.2,1.4,3.2,46.8,93.3,95.1,1.6,1.4,14.8,3.7,5.1,2.1,1.3,16.4,15.2,95.5,97.3,0,21.8,4.1,0.7,17.4,10.9
"TRINITY MANAGEMENT, INC.",527,5,1,0,0,0,0,100,0,0,4.2,3.4,4.2,4,3.8,3.4,0.7,36.2,35,0.5,0,0,0,0,0,0,34.3,11.5,2.2,0,49.1,88,87.3,2,2.3,18.9,3.1,2.8,0.8,0.6,11.8,7.4,99.5,99.3,0,9.3,3.2,0.4,34.5,11.4
"TRIO HEALTHCARE",528,9,1,0,0,0,0,100,0,0,1.4,1.7,1.6,3,3.4,3.1,0.5,70.7,75.8,1.2,9,1,349541,38837.89,0,0,22.8,12.2,1.9,2.4,42.6,75.2,70.5,1.8,1.8,12.4,3.4,4.4,0.7,0.6,24.5,27.8,97.4,94.9,0.1,27.1,6.1,17.1,22.1,10.8
"TUTERA SENIOR LIVING & HEALTH CARE",531,26,5,0,1,7,26.9,92.3,7.7,0,2.3,2.3,1.9,3,3.6,3.2,0.6,56,50.1,0.3,60,2.3,2177188,83738,16,0.6,26.6,13,2,2.3,52.1,67.3,69.2,2.2,2.5,16.7,4.7,5.9,1.9,0.6,17.8,14,93.8,88.6,0.1,23,7.5,16.6,22.7,11.3
"TWIN RIVERS HEALTH & REHABILITATION",532,12,1,0,0,0,0,25,66.7,8.3,3.9,3.8,2.8,3.3,3.8,3.4,0.6,41.5,39.9,0.2,0,0,0,0,0,0,21.6,11.2,2.8,3.1,57.5,94.3,97.4,1.9,1.7,15.9,5.2,4.6,3.2,0.5,13.5,14.2,96.9,98.9,0,22.1,7.2,16.1,33.2,10.6
"UNITED CHURCH HOMES",533,6,1,0,0,0,0,0,100,0,3.5,2.7,2.7,4.8,3.7,3.4,0.5,50.1,47.7,0.3,3,0.5,212207,35367.83,2,0.3,18.7,9.4,1.5,0.6,51.3,85.2,80.9,1.5,1.5,8.8,3.6,3,0.3,0.2,9.6,8.1,97.7,95.8,0,23.6,6.9,7,23.1,10.7
"UNITED METHODIST HOMES",534,2,2,0,0,0,0,0,100,0,2.5,2,2.5,4,3.8,3.3,0.6,55.8,51,1.5,2,1,159646,79823,0,0,20.1,10,0.1,0.7,60,77.5,77.9,1.7,1.4,12.1,5.2,4.5,2,1,26.9,24.2,92.9,91.5,0,31.8,4,0.4,11.3,9.8
"UNIVERSITY OF VERMONT HEALTH NETWORK",535,3,2,0,0,2,66.7,0,100,0,2.7,2.7,4,3.3,4.4,3.9,1,52.2,35,3,1,0.3,21453,7151,1,0.3,21.2,11.2,0.9,3.2,49,89.6,79,1.2,1.4,32.6,5,7,5.2,4.2,15.6,20.5,99.7,70.5,3.5,25.9,6.6,3.7,14.2,9.3
"UNLIMITED DEVELOPMENT, INC.",536,10,2,0,0,4,40,10,90,0,2.7,2.8,2.8,2.3,4.2,3.7,0.5,45.4,41.1,0.3,11,1.1,446830,44683,5,0.5,25.7,18,0.9,4,51.2,78.3,88.7,1.7,2.8,16.3,5.5,3.9,3.4,0.6,28.4,24.8,90.4,98.2,0,22.4,6.1,4.8,19.8,12
"UPMC SENIOR COMMUNITIES",537,8,1,0,0,2,25,25,75,0,3.1,2.5,3.9,4.3,5.3,4.6,1.8,46.1,40.4,0.7,3,0.4,69136,8642,0,0,22.1,8,0.7,3.5,58.3,81.6,84.2,1.1,1.5,13.5,4.5,5.6,1.4,0.1,19.5,17.6,97.9,91.1,0,26.8,5.4,4.4,17.3,11
