entity_id,canonical_entity_name,first_seen_period,last_seen_period,num_periods,chain_id
25F25C666555D1E7,CENTRAL MANAGEMENT COMPANY,2025-11,2025-11,1,130.0
264F64F6C540D063,BROOKDALE SENIOR LIVING,2025-11,2025-11,1,93.0
266EC177A316182E,FELICIAN SERVICES,2025-11,2025-11,1,684.0
26F3BEC7E777616A,PHOENIX HEALTHCARE,2025-11,2025-11,1,401.0
26FE025D7E1FC7A7,AMA HOLDINGS,2025-11,2025-11,1,27.0
2849CEEE6947F8E6,MIDWEST HEALTH,2025-11,2025-11,1,350.0
2A3958BB0BA78BA9,DYNASTY HEALTHCARE GROUP,2025-11,2025-11,1,649.0
2AA22FE30FDA0EFF,BLUE RIDGE HEALTHCARE,2025-11,2025-11,1,84.0
2AD15BDE07697267,"HEALTHPEAK PROPERTIES, INC.",2025-11,2025-11,1,261.0
2B2D9A8B899A9FE6,TUTERA SENIOR LIVING & HEALTH CARE,2025-11,2025-11,1,531.0
2B2F9D64A5FFCE34,CORYELL COUNTY MEMORIAL HOSPITAL AUTHORITY,2025-11,2025-11,1,163.0
2B8D48ABCE327B15,"MO OP HOLDCO, LLC",2025-11,2025-11,1,790.0
2C1B5375ECAE8D68,SANTE,2025-11,2025-11,1,466.0
2C7B4580B71354B2,STONEBRIDGE SENIOR LIVING,2025-11,2025-11,1,494.0
2D27F5BBCBA3FF95,GOLDEN SNF OPERATIONS,2025-11,2025-11,1,692.0
2D797475D02CD860,ALARIS HEALTH,2025-11,2025-11,1,20.0
2DD5B8B406CA68D0,VANGUARD HEALTHCARE,2025-11,2025-11,1,543.0
2DF3955C7BB9BA5F,BALL HEALTHCARE SERVICES,2025-11,2025-11,1,66.0
2DFDFD98EE4B1499,SPRINGPOINT SENIOR LIVING,2025-11,2025-11,1,485.0
30F72C7A01C68830,COVENANT CARE,2025-11,2025-11,1,166.0
31C45562218945CD,PEACH HEALTH GROUP,2025-11,2025-11,1,604.0
31F89C753814E3D5,ASTON HEALTH,2025-11,2025-11,1,800.0
3213E007DFEC6BD8,CARLYLE SENIOR CARE,2025-11,2025-11,1,599.0
32580B4E1830EAD4,SPYGLASS HEALTHCARE,2025-11,2025-11,1,703.0
333580DBF8256C47,ELMBROOK MANAGEMENT COMPANY,2025-11,2025-11,1,198.0
3405A8EDE57A125B,INSPIRED HEALTHCARE MANAGEMENT,2025-11,2025-11,1,286.0
35A2C6285A625FB8,SPRENGER HEALTH CARE SYSTEMS,2025-11,2025-11,1,484.0
35A520AF1D9C9BC2,AHAVA HEALTHCARE,2025-11,2025-11,1,17.0
36A3506B57E55404,APPLE REHAB,2025-11,2025-11,1,39.0
36C06CC1D523F9A9,VOLARE HEALTH,2025-11,2025-11,1,628.0
379BE9EB2E538C91,PRINCIPLE LONG TERM CARE,2025-11,2025-11,1,423.0
381DEDC37664953D,MONARCH HEALTHCARE MANAGEMENT,2025-11,2025-11,1,361.0
388A41C8D5382F61,VI LIVING,2025-11,2025-11,1,548.0
392E72B9DFB986D7,ALLURE HEALTHCARE SERVICES,2025-11,2025-11,1,25.0
39558178173535D7,VIVRA SPECIALTY CARE,2025-11,2025-11,1,709.0
3A67045CE3349366,EXTENDED CARE CLINICAL,2025-11,2025-11,1,738.0
3A68C0C18774DCA8,HILL VALLEY HEALTHCARE,2025-11,2025-11,1,270.0
3A86C83E93EE7EA2,KR MANAGEMENT,2025-11,2025-11,1,667.0
3AA26C23CE5EDE5E,THE ORCHARDS MICHIGAN,2025-11,2025-11,1,513.0
3B3EF0EF48BD32CE,BEST CARE SERVICES,2025-11,2025-11,1,583.0
3B7FD820B0D81F7B,A&M HEALTHCARE INVESTMENTS,2025-11,2025-11,1,641.0
3BF1EC5DBC7278D4,ALIYA HEALTHCARE,2025-11,2025-11,1,663.0
3C79C79099CA1570,KADIMA HEALTHCARE GROUP,2025-11,2025-11,1,296.0
3C964F45F73D7AFF,C. ROSS MANAGEMENT,2025-11,2025-11,1,95.0
3C9FFF6E3ACCF7A6,HERITAGE MINISTRIES,2025-11,2025-11,1,266.0
3CAED2A5ED23483C,ALLURE GROUP,2025-11,2025-11,1,734.0
3CD4E504AD42A9F1,JUCKETTE FAMILY HOMES,2025-11,2025-11,1,295.0
3D2DBABDBDFFA3B9,SOL HEALTHCARE,2025-11,2025-11,1,817.0
3D689EC5B20CB2FC,COVENANT HEALTH,2025-11,2025-11,1,167.0
3DC681D57243DCFF,INTEGRITY HEALTHCARE COMMUNITIES,2025-11,2025-11,1,652.0
3DDA3449DE6A2D70,MISSION HEALTH COMMUNITIES,2025-11,2025-11,1,354.0
3E10FE7DAC061355,STELLAR SENIOR LIVING,2025-11,2025-11,1,491.0
3E362B0A8D0D8C1F,VIVAGE SENIOR LIVING,2025-11,2025-11,1,552.0
3E553868D94E3837,PROVIDENCE HEALTH GROUP,2025-11,2025-11,1,431.0
3EFB4C5F61368797,HAVEN HEALTHCARE,2025-11,2025-11,1,761.0
3FB7C8E54AC88F8F,HUMANGOOD,2025-11,2025-11,1,274.0
40F155C1708D386A,EPIC HEALTHCARE MANAGEMENT,2025-11,2025-11,1,207.0
41AAD0F01847328B,ASCENTRIA CARE ALLIANCE,2025-11,2025-11,1,49.0
434A27DC8268BDD2,PARAMOUNT HEALTHCARE,2025-11,2025-11,1,775.0
43A8999124573FEE,GLOBAL HEALTHCARE REIT,2025-11,2025-11,1,238.0
442101E564033FB5,BRIDGES HEALTH,2025-11,2025-11,1,91.0
4426D0C387246E19,LIFEPOINT HEALTH,2025-11,2025-11,1,787.0
451DBCC4C8C1306A,NURSING CARE MANAGEMENT OF AMERICA,2025-11,2025-11,1,379.0
4556241B0E756E5D,BGM ESTATE,2025-11,2025-11,1,78.0
45BC9E287E2EDD7B,ELDER SERVICES,2025-11,2025-11,1,195.0
4607E4D924B5AD2C,CENTURY HEALTHCARE,2025-11,2025-11,1,638.0
465310AAF22001B2,CENTER MANAGEMENT GROUP,2025-11,2025-11,1,619.0
4654DDE3C8F7245F,REHAB SELECT,2025-11,2025-11,1,444.0
467783C3F2E33850,EDEN SENIOR CARE,2025-11,2025-11,1,192.0
469C9D01462C11F9,RUBY HEALTHCARE,2025-11,2025-11,1,824.0
46AB710BC74C3B3F,OHIO LIVING COMMUNITIES,2025-11,2025-11,1,383.0
46AD20B5A2546999,ECC TRUST,2025-11,2025-11,1,820.0
48B3C5E1515C31FC,THE ORCHARDS,2025-11,2025-11,1,512.0
490675E83913B6E3,KEY HEALTH MANAGEMENT,2025-11,2025-11,1,767.0
490FA8DCFF5BDA43,POINTE MANAGEMENT,2025-11,2025-11,1,776.0
491DEB3EFE08C1F6,CASCADES HEALTHCARE,2025-11,2025-11,1,117.0
4966E2D2FF10DA37,CARECORE HEALTH,2025-11,2025-11,1,108.0
49C07B2E1237860B,DAVID MARX,2025-11,2025-11,1,179.0
4A13A41D82C74243,SLP OPERATIONS,2025-11,2025-11,1,730.0
4ACAF4EB300D080F,ATIED ASSOCIATES,2025-11,2025-11,1,53.0
4AD334ED1B7EBEB2,EVERCARE SKILLED NURSING,2025-11,2025-11,1,804.0
4AFBBC057C27E1F0,PROGRESSIVE QUALITY CARE,2025-11,2025-11,1,427.0
4B5583A56E32A683,STATE OF LOUISIANA DEPARTMENT OF VETERANS AFFAIRS,2025-11,2025-11,1,488.0
4B5E91F69D332E37,PREFERRED CARE,2025-11,2025-11,1,409.0
4BC3B863528BD717,VANCREST HEALTH CARE CENTERS,2025-11,2025-11,1,542.0
4C17330229A9FBB5,HERITAGE HALL,2025-11,2025-11,1,265.0
4C21A63D71A5B711,CCH HEALTHCARE,2025-11,2025-11,1,124.0
4C8A810E3273587F,INFINITE CARE,2025-11,2025-11,1,578.0
4C9720A519F3ECC1,CAMPBELL STREET SERVICES,2025-11,2025-11,1,99.0
4D4D68C8261E6342,"TRINITY MANAGEMENT, INC.",2025-11,2025-11,1,527.0
4DFF32022B8E6122,EMPRES OPERATED BY EVERGREEN,2025-11,2025-11,1,665.0
4F455984E9AC6D4F,ROBERT RAUSMAN,2025-11,2025-11,1,823.0
4F6A4BD72DE36578,HEARTHSTONE SENIOR COMMUNITIES,2025-11,2025-11,1,262.0
4F91EBFD8593700D,RELIABLE HEALTH CARE MANAGEMENT,2025-11,2025-11,1,728.0
502DAB037795A637,BRIA HEALTH SERVICES,2025-11,2025-11,1,88.0
5048C76215FEA571,FUNDAMENTAL HEALTHCARE,2025-11,2025-11,1,231.0
50507A84253A3BE2,HEALTH SERVICES MANAGEMENT,2025-11,2025-11,1,257.0
50DD48F608D5DB69,BLUEGRASS HEALTH KY,2025-11,2025-11,1,748.0
5109F62FA9AE2CAF,CIVITA CARE CENTERS,2025-11,2025-11,1,683.0
510BAE2D8D6C66B5,CATHOLIC CHARITIES NEW HAMPSHIRE,2025-11,2025-11,1,122.0
5238465E68FF00A6,COMMCARE CORPORATION,2025-11,2025-11,1,150.0
524316F6E803EBC5,SSM HEALTH,2025-11,2025-11,1,486.0
533E0B4F3218AD6D,SERRANO GROUP,2025-11,2025-11,1,659.0
53B1985CE9450142,"WELLTOWER, INC.",2025-11,2025-11,1,560.0
5436B9AC1D6E4AD7,HYATT FAMILY FACILITIES,2025-11,2025-11,1,276.0
54C31C0BE38CA4EA,NEXT STEP HEALTHCARE,2025-11,2025-11,1,371.0
54DC1D23F2A5226B,STELLAR HEALTH GROUP,2025-11,2025-11,1,694.0
5680A270BA53FA46,OSBYCORP,2025-11,2025-11,1,388.0
5720B9F2A04E5AD6,OPCO SKILLED MANAGEMENT,2025-11,2025-11,1,773.0
5725969B8C246010,STATE OF NEW YORK COMPTROLLERS OFFICE,2025-11,2025-11,1,489.0
577CC300B4D80078,VIERRA COMMUNITIES,2025-11,2025-11,1,597.0
57F37167C6528169,SENIOR LIFESTYLE,2025-11,2025-11,1,621.0
582B4E36CB9C3B14,SANSTONE HEALTH & REHABILITATION,2025-11,2025-11,1,465.0
58A28D86956E206B,THE BLOSSOMS NURSING AND REHAB CENTER,2025-11,2025-11,1,505.0
590EE025179732CE,HARMONY CARE GROUP,2025-11,2025-11,1,740.0
59370A7D486DE6F1,EXCEPTIONAL LIVING CENTERS,2025-11,2025-11,1,758.0
594053339DEFA692,SAINT THERESE SENIOR COMMUNITIES,2025-11,2025-11,1,624.0
5986CC8C12F6AF3A,NIGHTINGALE,2025-11,2025-11,1,815.0
5A06FEF06C606DDE,AVIR HEALTH GROUP,2025-11,2025-11,1,719.0
5AADE9F8A48972A6,CHRISTIAN CARE COMMUNITIES,2025-11,2025-11,1,142.0
5AB51DA9F690B158,ALTERCARE,2025-11,2025-11,1,26.0
5ACCE6F302FE93A8,VERTICAL HEALTH SERVICES,2025-11,2025-11,1,636.0
5BDD8E02858D960D,CADIA HEALTHCARE,2025-11,2025-11,1,96.0
5BEF3C7E9D5E4CFB,AMERICARE SENIOR LIVING,2025-11,2025-11,1,34.0
5C0C692C0CF382D7,MAINE VETERANS HOME,2025-11,2025-11,1,330.0
5C54F2FA5FFACFBE,REAL PROPERTY HEALTH FACILITIES,2025-11,2025-11,1,605.0
5C743D4F8986F23D,CARE & REHAB,2025-11,2025-11,1,673.0
5C8B40C308A9BEE0,CONTINUING LIFE,2025-11,2025-11,1,160.0
5CAB6BB90E97712F,THE LOFT REHABILITATION AND NURSING,2025-11,2025-11,1,322.0
5CE5B474D5254BB7,MAJOR HOSPITAL,2025-11,2025-11,1,332.0
5D2CE7C4C1A74179,BEDFORD CARE CENTERS,2025-11,2025-11,1,71.0
5D45D8AC87A6DF4A,HILLSTONE HEALTHCARE,2025-11,2025-11,1,271.0
5D64DC85D9028F10,WLC MANAGEMENT FIRM,2025-11,2025-11,1,570.0
5E4F0CAEEBF318E8,"MEDICALODGES, INC.",2025-11,2025-11,1,344.0
5E7F25C707A10AEB,CANTEX CONTINUING CARE,2025-11,2025-11,1,100.0
5ED0C6BDACFEEC28,LEGACY HEALTH SERVICES,2025-11,2025-11,1,305.0
5EF96389EBEC554F,PARADIGM HEALTHCARE,2025-11,2025-11,1,620.0
5F03747CEE58A2D9,PETERSEN HEALTH CARE,2025-11,2025-11,1,399.0
5F59BB65358CE73B,MERCYHEALTH SYSTEM,2025-11,2025-11,1,346.0
5FD9488157AF98FF,CARESPRING,2025-11,2025-11,1,111.0
60086FD7357F15B3,CAVALIER HEALTHCARE,2025-11,2025-11,1,691.0
6074D9B205054B38,SIMCHA HYMAN & NAFTALI ZANZIPER,2025-11,2025-11,1,580.0
60CA7622C6A1CD07,HMG HEALTHCARE,2025-11,2025-11,1,272.0
613F7D30E9308FE7,SOUTHWEST LTC,2025-11,2025-11,1,481.0
61C3F653DCA1D0D8,SHLOMO HOFFMAN,2025-11,2025-11,1,713.0
61DE9C52FCD78D60,INTEGRITUS HEALTHCARE,2025-11,2025-11,1,603.0
62339792FFD69375,PHILOSOPHY CARE CENTERS,2025-11,2025-11,1,400.0
633CFDEF83805000,COLEV GESTETNER,2025-11,2025-11,1,689.0
641569A2088241C9,BRADFORD MONTGOMERY,2025-11,2025-11,1,87.0
647C76C6F2F78E4E,FOURSQUARE HEALTHCARE,2025-11,2025-11,1,226.0
648F0C0163DD4015,CARMELITE SISTERS FOR THE AGED & INFIRM,2025-11,2025-11,1,802.0
64A99E7B04E0D3E4,NATIONAL HEALTH CARE ASSOCIATES,2025-11,2025-11,1,363.0
64E4EF41CE82E1FF,AMERICAN HEALTH COMMUNITIES,2025-11,2025-11,1,30.0
651891A2151031BB,IL & JOAN LEE,2025-11,2025-11,1,741.0
653AF54C13C9A3C7,CARROLTON NURSING HOMES,2025-11,2025-11,1,749.0
653FBBA545DB6937,EASTERN HEALTHCARE GROUP,2025-11,2025-11,1,608.0
6589BC8B61103563,LIFESPACE COMMUNITIES,2025-11,2025-11,1,315.0
658E239414569341,PLAINVIEW HEALTHCARE PARTNERS,2025-11,2025-11,1,657.0
671A43081DF04464,SEKY HOLDING CO.,2025-11,2025-11,1,468.0
6732CA8C3C609D80,ROBERT SCHOENFELD,2025-11,2025-11,1,716.0
6735FAC3AAA5BCBA,COUNTRY VILLA HEALTH SERVICES,2025-11,2025-11,1,165.0
673A66EEADA6C135,AVAMERE,2025-11,2025-11,1,58.0
6742A31BD3C2F568,FLORIDA DEPARTMENT OF VETERANS AFFAIRS,2025-11,2025-11,1,739.0
687804E8C1DFC905,ADVANCED HEALTHCARE SOLUTIONS,2025-11,2025-11,1,13.0
68ECF1F2BC90E6D0,EVERYAGE SENIOR LIVING,2025-11,2025-11,1,675.0
68EDB57F87F17A5B,JAG HEALTHCARE,2025-11,2025-11,1,289.0
697BDF10DE4ECF45,SWAN HEALTH,2025-11,2025-11,1,797.0
69B9D276BE22D479,ATLAS HEALTHCARE,2025-11,2025-11,1,598.0
69CDFA6093EAFD21,HIGHBRIDGE HEALTHCARE,2025-11,2025-11,1,269.0
6A0F32BFE345A8BC,HEALTHCARE OF IOWA,2025-11,2025-11,1,260.0
6A795B9F156B4C44,FAMILY OF CARING HEALTHCARE,2025-11,2025-11,1,220.0
6AB324073F523253,REGENCY PACIFIC MANAGEMENT,2025-11,2025-11,1,442.0
6B362AC383AD2692,KINDRED HEALTHCARE,2025-11,2025-11,1,300.0
6B38849DAED9569B,RENNES GROUP,2025-11,2025-11,1,449.0
6B426EC631B21F32,COMMUNICARE HEALTH,2025-11,2025-11,1,153.0
6B773B2B0C23A9FD,BRIAR HILL MANAGEMENT,2025-11,2025-11,1,89.0
6BB154FC4961D7FB,PIVOTAL HEALTH CARE,2025-11,2025-11,1,404.0
6BD594846F3D9094,HAVEN HEALTH,2025-11,2025-11,1,249.0
6BE56B164F1A7D2F,HCF MANAGEMENT,2025-11,2025-11,1,251.0
6C73FB722DA04BE7,REHABILITATION ASSOCIATES,2025-11,2025-11,1,445.0
6CFE1E36DA6475B1,AVERA HEALTH,2025-11,2025-11,1,61.0
6EA6419497C941F6,WESLEYLIFE,2025-11,2025-11,1,561.0
6F76E0C8E6B90C70,LIONSTONE CARE,2025-11,2025-11,1,611.0
6FE4A28037C48DFC,MATTISYAHU NUSSBAUM,2025-11,2025-11,1,788.0
7146D0FF477DCDC3,ROLLINS-NELSON HEALTHCARE MANAGEMENT,2025-11,2025-11,1,456.0
714BC972771E2A7A,HCF MANAGEMENT INDIANA,2025-11,2025-11,1,252.0
71F1B3409B157616,ESSENTIA HEALTH,2025-11,2025-11,1,813.0
72027CCB7E9186BB,BEAVER VALLEY HOSPITAL,2025-11,2025-11,1,747.0
7217E12D748F87EA,CENTURY CARE MANAGEMENT,2025-11,2025-11,1,131.0
727D398BE31A1CA9,GARDEN SPRINGS HEALTHCARE,2025-11,2025-11,1,805.0
7298B345C9DE42BB,ERICKSON SENIOR LIVING,2025-11,2025-11,1,756.0
72D5B4E862B8F23B,PARAMOUNT CARE CENTERS,2025-11,2025-11,1,774.0
73B80500942572C0,BRICKYARD HEALTHCARE,2025-11,2025-11,1,90.0
74A12ED6C6CDEF69,VIRGINIA HEALTH SERVICES,2025-11,2025-11,1,551.0
74C01DC09ED278D4,REGENCY CARE,2025-11,2025-11,1,440.0
74C2919A70EA01C8,VILLA HEALTHCARE,2025-11,2025-11,1,550.0
74ED38ADF1C9DC3D,IDE MANAGEMENT GROUP,2025-11,2025-11,1,278.0
74F0A8726489B767,CENTRAL ARKANSAS NURSING CENTERS,2025-11,2025-11,1,129.0
74FD47AD2663BD23,ACTS RETIREMENT-LIFE COMMUNITIES,2025-11,2025-11,1,9.0
7555E26638C3B4F8,ARISTACARE,2025-11,2025-11,1,45.0
756A8436D41923CB,CONSULATE HEALTH CAREINDEPENDENCE LIVING CENTERSNSPIRE HEALTHCARERAYDIANT HEALTH CARE,2025-11,2025-11,1,158.0
7575F2F3FC542315,ARBORS AT OHIO,2025-11,2025-11,1,41.0
770A87099E79DDD9,THE ENSIGN GROUP,2025-11,2025-11,1,507.0
77A34DF3A7A4F28A,PACIFIC RETIREMENT SERVICES,2025-11,2025-11,1,391.0
77AFC5C4B8A1F43C,GABRIEL SEBBAG & THE SAMARA FAMILY,2025-11,2025-11,1,786.0
77CA84EDF7B31B1E,ALPHA SNF MA,2025-11,2025-11,1,680.0
78598CD0CF478D00,ATHENA HEALTHCARE SYSTEMS,2025-11,2025-11,1,52.0
79117EF7D58B51FB,RMG CAPITAL PARTNERS,2025-11,2025-11,1,793.0
79580739BE96C573,CRYSTAL SOLORZANO,2025-11,2025-11,1,752.0
798FE247A1563BAC,CENTENNIAL HEALTHCARE,2025-11,2025-11,1,750.0
79EFF454FA14AB5B,ELEVATE CARE,2025-11,2025-11,1,197.0
79F96BC4E592B576,GENERATIONS HEALTHCARE,2025-11,2025-11,1,236.0
7A2D04727157DA4C,DAKAVIA,2025-11,2025-11,1,178.0
7B33F91BBE5C4218,AOM HEALTHCARE,2025-11,2025-11,1,37.0
7BC8ABF2AD1595F2,ELDERWOOD,2025-11,2025-11,1,196.0
7BDE8CFE99983A70,EL DORADO NURSING AND REHABILITATION,2025-11,2025-11,1,609.0
7C74EC0FD92DD895,WESTMINSTER COMMUNITIES OF FLORIDA,2025-11,2025-11,1,563.0
7CF56F553F144922,FIRST ATLANTIC HEALTHCARE,2025-11,2025-11,1,221.0
7D3CCE89F8B5AF16,BENJAMIN LANDA,2025-11,2025-11,1,646.0
7D591D3E6306CE9A,OHANA PACIFIC MANAGEMENT CO.,2025-11,2025-11,1,382.0
7DB7DD34B0A134C1,PHOENIX SENIOR LIVING,2025-11,2025-11,1,402.0
7E420293D0657808,CROWNE HEALTH CARE,2025-11,2025-11,1,174.0
7E57F4473330D762,BALLAD HEALTH,2025-11,2025-11,1,67.0
7E5DC5295ABAB56F,CYPRESS SKILLED NURSING,2025-11,2025-11,1,176.0
7EBCDAA51C1CA693,MADISON CREEK PARTNERS,2025-11,2025-11,1,328.0
7F19E0C1E15D7AC9,AXIOM HEALTHCARE,2025-11,2025-11,1,746.0
